"Date","Time","WBGT","Tg"
"2018/6/1","1:00","16.3","16.6"
"2018/6/1","2:00","16.1","16.3"
"2018/6/1","3:00","16.0","16.0"
"2018/6/1","4:00","15.5","16.3"
"2018/6/1","5:00","15.2","16.4"
"2018/6/1","6:00","16.3","20.9"
"2018/6/1","7:00","15.8","20.4"
"2018/6/1","8:00","17.1","25.4"
"2018/6/1","9:00","16.7","25.1"
"2018/6/1","10:00","18.8","31.4"
"2018/6/1","11:00","17.7","26.5"
"2018/6/1","12:00","18.6","28.1"
"2018/6/1","13:00","19.1","31.9"
"2018/6/1","14:00","17.6","24.6"
"2018/6/1","15:00","20.6","36.7"
"2018/6/1","16:00","18.5","28.5"
"2018/6/1","17:00","18.8","32.7"
"2018/6/1","18:00","17.3","25.1"
"2018/6/1","19:00","16.5","17.8"
"2018/6/1","20:00","16.4","16.1"
"2018/6/1","21:00","14.8","15.2"
"2018/6/1","22:00","14.3","14.2"
"2018/6/1","23:00","13.7","12.8"
"2018/6/1","24:00","13.8","14.0"
"2018/6/2","1:00","13.4","12.9"
"2018/6/2","2:00","12.9","12.2"
"2018/6/2","3:00","12.5","12.0"
"2018/6/2","4:00","12.7","11.9"
"2018/6/2","5:00","13.1","14.1"
"2018/6/2","6:00","13.8","16.1"
"2018/6/2","7:00","15.4","18.2"
"2018/6/2","8:00","19.1","34.0"
"2018/6/2","9:00","20.2","35.8"
"2018/6/2","10:00","21.7","36.7"
"2018/6/2","11:00","21.3","36.9"
"2018/6/2","12:00","20.9","34.6"
"2018/6/2","13:00","20.5","34.4"
"2018/6/2","14:00","20.1","33.2"
"2018/6/2","15:00","21.6","34.7"
"2018/6/2","16:00","20.8","33.3"
"2018/6/2","17:00","20.2","29.7"
"2018/6/2","18:00","19.2","23.2"
"2018/6/2","19:00","17.9","17.6"
"2018/6/2","20:00","17.4","16.3"
"2018/6/2","21:00","17.1","15.8"
"2018/6/2","22:00","16.8","15.5"
"2018/6/2","23:00","16.8","15.4"
"2018/6/2","24:00","16.3","15.1"
"2018/6/3","1:00","15.8","14.7"
"2018/6/3","2:00","14.9","14.1"
"2018/6/3","3:00","14.8","14.5"
"2018/6/3","4:00","15.2","14.9"
"2018/6/3","5:00","15.3","15.4"
"2018/6/3","6:00","15.6","16.9"
"2018/6/3","7:00","17.3","22.9"
"2018/6/3","8:00","19.6","31.2"
"2018/6/3","9:00","21.4","36.0"
"2018/6/3","10:00","23.5","40.4"
"2018/6/3","11:00","23.8","39.5"
"2018/6/3","12:00","23.7","37.7"
"2018/6/3","13:00","22.5","37.0"
"2018/6/3","14:00","22.9","37.5"
"2018/6/3","15:00","22.9","35.0"
"2018/6/3","16:00","21.9","33.9"
"2018/6/3","17:00","20.5","29.2"
"2018/6/3","18:00","20.1","23.6"
"2018/6/3","19:00","18.8","18.8"
"2018/6/3","20:00","19.1","19.8"
"2018/6/3","21:00","18.8","19.4"
"2018/6/3","22:00","18.6","19.2"
"2018/6/3","23:00","18.5","18.8"
"2018/6/3","24:00","18.5","18.7"
"2018/6/4","1:00","18.4","19.0"
"2018/6/4","2:00","17.9","17.5"
"2018/6/4","3:00","17.9","18.1"
"2018/6/4","4:00","17.1","16.4"
"2018/6/4","5:00","17.4","17.8"
"2018/6/4","6:00","18.2","20.1"
"2018/6/4","7:00","19.3","25.8"
"2018/6/4","8:00","20.7","31.1"
"2018/6/4","9:00","23.0","39.4"
"2018/6/4","10:00","23.1","35.8"
"2018/6/4","11:00","24.4","39.5"
"2018/6/4","12:00","23.6","37.0"
"2018/6/4","13:00","23.0","37.4"
"2018/6/4","14:00","22.6","37.3"
"2018/6/4","15:00","22.5","37.4"
"2018/6/4","16:00","21.9","32.6"
"2018/6/4","17:00","21.2","32.1"
"2018/6/4","18:00","19.0","24.2"
"2018/6/4","19:00","17.9","17.9"
"2018/6/4","20:00","17.5","16.6"
"2018/6/4","21:00","17.7","16.5"
"2018/6/4","22:00","17.6","16.9"
"2018/6/4","23:00","17.3","16.8"
"2018/6/4","24:00","16.6","17.1"
"2018/6/5","1:00","16.1","16.3"
"2018/6/5","2:00","16.3","17.0"
"2018/6/5","3:00","15.8","16.6"
"2018/6/5","4:00","15.7","16.3"
"2018/6/5","5:00","15.1","16.2"
"2018/6/5","6:00","15.7","19.3"
"2018/6/5","7:00","17.4","23.4"
"2018/6/5","8:00","20.6","33.8"
"2018/6/5","9:00","21.3","34.8"
"2018/6/5","10:00","22.2","37.0"
"2018/6/5","11:00","22.6","37.3"
"2018/6/5","12:00","22.3","36.6"
"2018/6/5","13:00","21.9","31.9"
"2018/6/5","14:00","21.9","33.3"
"2018/6/5","15:00","20.9","28.6"
"2018/6/5","16:00","20.6","25.5"
"2018/6/5","17:00","20.0","22.8"
"2018/6/5","18:00","19.1","20.9"
"2018/6/5","19:00","18.8","19.6"
"2018/6/5","20:00","19.0","19.6"
"2018/6/5","21:00","19.1","19.5"
"2018/6/5","22:00","19.0","19.7"
"2018/6/5","23:00","19.0","19.6"
"2018/6/5","24:00","18.9","19.1"
"2018/6/6","1:00","18.8","18.8"
"2018/6/6","2:00","19.0","18.8"
"2018/6/6","3:00","18.9","18.5"
"2018/6/6","4:00","19.0","18.8"
"2018/6/6","5:00","19.1","19.3"
"2018/6/6","6:00","19.4","21.2"
"2018/6/6","7:00","20.3","24.6"
"2018/6/6","8:00","20.7","26.0"
"2018/6/6","9:00","21.9","31.2"
"2018/6/6","10:00","22.3","31.1"
"2018/6/6","11:00","22.5","31.5"
"2018/6/6","12:00","23.2","32.8"
"2018/6/6","13:00","22.8","33.4"
"2018/6/6","14:00","22.4","29.2"
"2018/6/6","15:00","22.2","28.6"
"2018/6/6","16:00","21.3","26.5"
"2018/6/6","17:00","20.6","24.3"
"2018/6/6","18:00","20.3","22.6"
"2018/6/6","19:00","19.8","20.7"
"2018/6/6","20:00","19.4","19.4"
"2018/6/6","21:00","19.1","18.9"
"2018/6/6","22:00","18.5","19.1"
"2018/6/6","23:00","17.7","18.4"
"2018/6/6","24:00","17.6","17.2"
"2018/6/7","1:00","17.5","16.7"
"2018/6/7","2:00","17.7","16.9"
"2018/6/7","3:00","17.5","16.7"
"2018/6/7","4:00","17.4","16.3"
"2018/6/7","5:00","17.7","17.3"
"2018/6/7","6:00","18.9","21.6"
"2018/6/7","7:00","19.9","24.2"
"2018/6/7","8:00","23.6","37.9"
"2018/6/7","9:00","24.1","41.3"
"2018/6/7","10:00","24.9","41.6"
"2018/6/7","11:00","25.5","41.8"
"2018/6/7","12:00","25.4","41.6"
"2018/6/7","13:00","25.8","42.7"
"2018/6/7","14:00","24.1","40.0"
"2018/6/7","15:00","24.1","38.4"
"2018/6/7","16:00","22.9","36.9"
"2018/6/7","17:00","22.2","33.5"
"2018/6/7","18:00","20.7","26.8"
"2018/6/7","19:00","19.6","21.5"
"2018/6/7","20:00","19.4","19.9"
"2018/6/7","21:00","19.6","19.3"
"2018/6/7","22:00","19.9","19.9"
"2018/6/7","23:00","19.7","19.6"
"2018/6/7","24:00","19.1","19.1"
"2018/6/8","1:00","18.3","18.3"
"2018/6/8","2:00","18.1","17.9"
"2018/6/8","3:00","18.2","18.5"
"2018/6/8","4:00","18.0","18.7"
"2018/6/8","5:00","18.2","19.2"
"2018/6/8","6:00","19.3","23.6"
"2018/6/8","7:00","20.5","28.3"
"2018/6/8","8:00","22.3","32.5"
"2018/6/8","9:00","23.3","34.9"
"2018/6/8","10:00","24.9","37.2"
"2018/6/8","11:00","25.7","40.4"
"2018/6/8","12:00","26.1","41.8"
"2018/6/8","13:00","25.9","42.5"
"2018/6/8","14:00","24.5","40.8"
"2018/6/8","15:00","23.6","31.6"
"2018/6/8","16:00","24.4","34.2"
"2018/6/8","17:00","22.3","26.6"
"2018/6/8","18:00","21.7","23.8"
"2018/6/8","19:00","21.3","20.9"
"2018/6/8","20:00","20.8","21.0"
"2018/6/8","21:00","20.5","21.4"
"2018/6/8","22:00","20.4","20.4"
"2018/6/8","23:00","20.5","20.1"
"2018/6/8","24:00","20.1","19.4"
"2018/6/9","1:00","19.8","18.7"
"2018/6/9","2:00","19.2","18.6"
"2018/6/9","3:00","19.0","18.1"
"2018/6/9","4:00","18.8","20.4"
"2018/6/9","5:00","19.2","22.1"
"2018/6/9","6:00","20.0","23.8"
"2018/6/9","7:00","20.7","25.9"
"2018/6/9","8:00","21.7","29.0"
"2018/6/9","9:00","22.0","30.2"
"2018/6/9","10:00","24.5","36.8"
"2018/6/9","11:00","23.3","33.0"
"2018/6/9","12:00","24.9","42.5"
"2018/6/9","13:00","22.8","37.9"
"2018/6/9","14:00","23.4","35.7"
"2018/6/9","15:00","21.4","32.8"
"2018/6/9","16:00","18.5","22.9"
"2018/6/9","17:00","18.6","23.7"
"2018/6/9","18:00","17.4","20.4"
"2018/6/9","19:00","16.9","18.4"
"2018/6/9","20:00","16.7","17.4"
"2018/6/9","21:00","16.8","18.1"
"2018/6/9","22:00","16.6","18.1"
"2018/6/9","23:00","15.8","17.5"
"2018/6/9","24:00","14.9","17.0"
"2018/6/10","1:00","14.3","16.4"
"2018/6/10","2:00","14.2","16.2"
"2018/6/10","3:00","13.9","15.7"
"2018/6/10","4:00","13.7","15.7"
"2018/6/10","5:00","13.9","16.0"
"2018/6/10","6:00","14.5","14.3"
"2018/6/10","7:00","14.2","14.5"
"2018/6/10","8:00","14.3","14.6"
"2018/6/10","9:00","15.1","15.9"
"2018/6/10","10:00","15.2","15.6"
"2018/6/10","11:00","15.5","16.3"
"2018/6/10","12:00","14.8","15.6"
"2018/6/10","13:00","15.0","16.1"
"2018/6/10","14:00","15.5","16.6"
"2018/6/10","15:00","14.8","15.9"
"2018/6/10","16:00","14.9","15.4"
"2018/6/10","17:00","15.4","16.5"
"2018/6/10","18:00","15.4","15.3"
"2018/6/10","19:00","15.5","15.3"
"2018/6/10","20:00","15.4","15.2"
"2018/6/10","21:00","15.4","15.6"
"2018/6/10","22:00","15.2","15.4"
"2018/6/10","23:00","15.4","15.5"
"2018/6/10","24:00","15.3","15.4"
"2018/6/11","1:00","15.5","15.8"
"2018/6/11","2:00","15.4","15.2"
"2018/6/11","3:00","15.4","15.1"
"2018/6/11","4:00","15.6","15.3"
"2018/6/11","5:00","15.8","15.6"
"2018/6/11","6:00","16.0","16.0"
"2018/6/11","7:00","15.7","15.7"
"2018/6/11","8:00","15.9","16.1"
"2018/6/11","9:00","16.6","16.8"
"2018/6/11","10:00","16.7","17.2"
"2018/6/11","11:00","16.9","17.7"
"2018/6/11","12:00","17.2","18.4"
"2018/6/11","13:00","17.8","19.3"
"2018/6/11","14:00","17.7","18.6"
"2018/6/11","15:00","17.9","18.5"
"2018/6/11","16:00","17.4","17.6"
"2018/6/11","17:00","17.0","16.9"
"2018/6/11","18:00","16.9","16.7"
"2018/6/11","19:00","16.5","16.3"
"2018/6/11","20:00","16.3","16.0"
"2018/6/11","21:00","16.0","15.8"
"2018/6/11","22:00","15.9","15.5"
"2018/6/11","23:00","15.9","15.7"
"2018/6/11","24:00","15.8","15.5"
"2018/6/12","1:00","15.8","15.5"
"2018/6/12","2:00","15.5","15.2"
"2018/6/12","3:00","15.2","14.9"
"2018/6/12","4:00","15.3","15.0"
"2018/6/12","5:00","15.5","15.4"
"2018/6/12","6:00","15.7","16.9"
"2018/6/12","7:00","16.6","20.6"
"2018/6/12","8:00","16.6","19.9"
"2018/6/12","9:00","17.0","21.0"
"2018/6/12","10:00","17.7","24.0"
"2018/6/12","11:00","18.3","24.7"
"2018/6/12","12:00","17.4","20.3"
"2018/6/12","13:00","15.9","17.8"
"2018/6/12","14:00","16.0","18.6"
"2018/6/12","15:00","16.7","20.3"
"2018/6/12","16:00","15.7","18.0"
"2018/6/12","17:00","14.8","16.5"
"2018/6/12","18:00","14.6","15.7"
"2018/6/12","19:00","14.5","15.3"
"2018/6/12","20:00","14.4","14.6"
"2018/6/12","21:00","14.2","14.2"
"2018/6/12","22:00","14.1","13.9"
"2018/6/12","23:00","14.3","14.0"
"2018/6/12","24:00","14.0","13.9"
"2018/6/13","1:00","14.1","14.1"
"2018/6/13","2:00","14.4","14.0"
"2018/6/13","3:00","14.1","14.0"
"2018/6/13","4:00","14.3","14.4"
"2018/6/13","5:00","14.9","15.9"
"2018/6/13","6:00","14.9","16.1"
"2018/6/13","7:00","15.8","18.6"
"2018/6/13","8:00","17.8","28.8"
"2018/6/13","9:00","18.6","29.0"
"2018/6/13","10:00","19.7","33.6"
"2018/6/13","11:00","19.2","31.9"
"2018/6/13","12:00","21.8","38.0"
"2018/6/13","13:00","19.6","33.3"
"2018/6/13","14:00","18.4","28.9"
"2018/6/13","15:00","20.1","37.2"
"2018/6/13","16:00","18.9","33.7"
"2018/6/13","17:00","15.9","23.7"
"2018/6/13","18:00","13.8","17.9"
"2018/6/13","19:00","12.9","15.0"
"2018/6/13","20:00","12.3","14.3"
"2018/6/13","21:00","11.9","13.9"
"2018/6/13","22:00","11.6","13.1"
"2018/6/13","23:00","11.6","13.2"
"2018/6/13","24:00","11.4","13.2"
"2018/6/14","1:00","11.2","13.1"
"2018/6/14","2:00","11.0","12.1"
"2018/6/14","3:00","11.2","12.9"
"2018/6/14","4:00","10.4","10.2"
"2018/6/14","5:00","11.0","11.6"
"2018/6/14","6:00","12.1","14.6"
"2018/6/14","7:00","12.8","16.8"
"2018/6/14","8:00","13.9","21.6"
"2018/6/14","9:00","15.5","27.5"
"2018/6/14","10:00","16.8","31.3"
"2018/6/14","11:00","18.0","35.0"
"2018/6/14","12:00","18.9","36.0"
"2018/6/14","13:00","18.7","34.2"
"2018/6/14","14:00","18.4","32.8"
"2018/6/14","15:00","17.9","30.8"
"2018/6/14","16:00","17.4","29.4"
"2018/6/14","17:00","16.6","28.0"
"2018/6/14","18:00","14.7","20.1"
"2018/6/14","19:00","13.8","16.6"
"2018/6/14","20:00","13.4","16.0"
"2018/6/14","21:00","13.1","15.0"
"2018/6/14","22:00","12.8","14.4"
"2018/6/14","23:00","12.7","14.7"
"2018/6/14","24:00","12.1","12.5"
"2018/6/15","1:00","11.9","12.4"
"2018/6/15","2:00","11.8","12.2"
"2018/6/15","3:00","11.5","11.7"
"2018/6/15","4:00","11.5","11.4"
"2018/6/15","5:00","11.9","13.0"
"2018/6/15","6:00","12.8","16.0"
"2018/6/15","7:00","13.1","16.7"
"2018/6/15","8:00","13.6","17.5"
"2018/6/15","9:00","14.7","19.8"
"2018/6/15","10:00","15.0","20.3"
"2018/6/15","11:00","14.3","14.4"
"2018/6/15","12:00","14.4","14.9"
"2018/6/15","13:00","14.5","14.9"
"2018/6/15","14:00","14.0","14.5"
"2018/6/15","15:00","13.0","13.4"
"2018/6/15","16:00","12.7","13.1"
"2018/6/15","17:00","12.7","12.8"
"2018/6/15","18:00","12.4","12.3"
"2018/6/15","19:00","12.1","11.7"
"2018/6/15","20:00","11.9","11.6"
"2018/6/15","21:00","11.9","11.7"
"2018/6/15","22:00","11.6","11.3"
"2018/6/15","23:00","11.4","11.2"
"2018/6/15","24:00","11.5","11.3"
"2018/6/16","1:00","11.5","11.6"
"2018/6/16","2:00","11.0","11.4"
"2018/6/16","3:00","11.0","11.4"
"2018/6/16","4:00","10.8","11.0"
"2018/6/16","5:00","11.0","11.3"
"2018/6/16","6:00","11.2","12.9"
"2018/6/16","7:00","11.9","14.8"
"2018/6/16","8:00","11.6","14.8"
"2018/6/16","9:00","12.4","16.8"
"2018/6/16","10:00","12.9","17.5"
"2018/6/16","11:00","12.9","17.9"
"2018/6/16","12:00","13.9","20.5"
"2018/6/16","13:00","13.3","17.3"
"2018/6/16","14:00","13.1","17.6"
"2018/6/16","15:00","12.9","15.7"
"2018/6/16","16:00","13.1","15.0"
"2018/6/16","17:00","12.7","14.6"
"2018/6/16","18:00","12.4","14.2"
"2018/6/16","19:00","12.4","13.7"
"2018/6/16","20:00","12.4","13.5"
"2018/6/16","21:00","12.5","13.1"
"2018/6/16","22:00","12.4","12.3"
"2018/6/16","23:00","12.3","12.5"
