"Date","Time","WBGT","Tg"
"2020/8/1","1:00","17.9","12.6"
"2020/8/1","2:00","17.4","10.0"
"2020/8/1","3:00","16.9","8.9"
"2020/8/1","4:00","17.2","10.9"
"2020/8/1","5:00","16.9","10.5"
"2020/8/1","6:00","19.8","22.0"
"2020/8/1","7:00","22.7","32.1"
"2020/8/1","8:00","23.6","36.1"
"2020/8/1","9:00","24.4","38.3"
"2020/8/1","10:00","25.4","38.4"
"2020/8/1","11:00","26.4","40.4"
"2020/8/1","12:00","27.9","43.7"
"2020/8/1","13:00","26.1","38.7"
"2020/8/1","14:00","25.5","35.3"
"2020/8/1","15:00","26.0","39.6"
"2020/8/1","16:00","24.0","31.7"
"2020/8/1","17:00","23.3","29.3"
"2020/8/1","18:00","21.6","22.6"
"2020/8/1","19:00","20.9","20.1"
"2020/8/1","20:00","21.0","19.7"
"2020/8/1","21:00","20.5","18.3"
"2020/8/1","22:00","20.2","17.5"
"2020/8/1","23:00","19.9","17.0"
"2020/8/1","24:00","19.1","15.5"
"2020/8/2","1:00","19.1","16.0"
"2020/8/2","2:00","18.7","15.5"
"2020/8/2","3:00","18.3","15.4"
"2020/8/2","4:00","18.2","15.5"
"2020/8/2","5:00","18.3","16.4"
"2020/8/2","6:00","19.6","21.1"
"2020/8/2","7:00","21.2","25.3"
"2020/8/2","8:00","23.8","34.5"
"2020/8/2","9:00","24.5","34.6"
"2020/8/2","10:00","24.9","37.5"
"2020/8/2","11:00","24.5","34.4"
"2020/8/2","12:00","25.0","35.1"
"2020/8/2","13:00","25.6","36.4"
"2020/8/2","14:00","24.6","35.4"
"2020/8/2","15:00","24.3","33.5"
"2020/8/2","16:00","23.9","31.5"
"2020/8/2","17:00","24.0","32.1"
"2020/8/2","18:00","22.2","25.3"
"2020/8/2","19:00","20.8","19.6"
"2020/8/2","20:00","20.5","18.8"
"2020/8/2","21:00","20.0","17.4"
"2020/8/2","22:00","19.5","16.7"
"2020/8/2","23:00","19.2","15.7"
"2020/8/2","24:00","18.9","14.7"
"2020/8/3","1:00","18.7","14.7"
"2020/8/3","2:00","18.7","14.6"
"2020/8/3","3:00","18.6","13.7"
"2020/8/3","4:00","18.6","14.9"
"2020/8/3","5:00","18.6","15.3"
"2020/8/3","6:00","20.2","21.5"
"2020/8/3","7:00","21.7","27.4"
"2020/8/3","8:00","22.3","29.2"
"2020/8/3","9:00","22.4","28.2"
"2020/8/3","10:00","23.0","30.4"
"2020/8/3","11:00","23.7","33.0"
"2020/8/3","12:00","23.9","32.9"
"2020/8/3","13:00","23.7","31.8"
"2020/8/3","14:00","24.6","35.3"
"2020/8/3","15:00","23.7","31.8"
