,0,1,2,3,4,5,6
0,地方,振(cid:11206)局,地(cid:8556)(cid:9234)号,(cid:12411)(cid:8196)所名,よみがな,ローマ字(cid:12210)(cid:12464),所在地
1,東北,宮城,34012,(cid:14678)ノ(cid:8238),こまのゆ,KOMANOYU,(cid:7209)原市(cid:7209)(cid:14678)(cid:7967)倉(cid:10900)(cid:11365)南
2,東北,宮城,34026,(cid:7868)仙(cid:7967),けせんぬま,KESENNUMA,(cid:7868)仙(cid:7967)市古(cid:9195)
3,東北,宮城,34096,川(cid:8187),かわたび,KAWATABI,大崎市(cid:15110)子(cid:8194)(cid:7976)字(cid:11655)(cid:9187)
4,東北,宮城,34111,(cid:10255)(cid:14603),つきだて,TSUKIDATE,(cid:7209)原市(cid:10255)(cid:14603)左(cid:12938)下
5,東北,宮城,34171,(cid:10367)山,よねやま,YONEYAMA,(cid:9423)(cid:10367)市(cid:10367)山(cid:9195)(cid:12377)(cid:13597)字(cid:9431)場
6,東北,宮城,34186,志(cid:8032)川,しづがわ,SHIZUGAWA,本吉(cid:13446)南三(cid:14179)(cid:9195)志(cid:8032)川字城場
7,東北,宮城,34216,古川,ふるかわ,FURUKAWA,大崎市古川大崎字富国
8,東北,宮城,34266,大(cid:12206),おおひら,OHIRA,(cid:15342)川(cid:13446)大(cid:12206)村松の平
9,東北,宮城,34276,(cid:15285)島台,かしまだい,KASHIMADAI,大崎市(cid:15285)島台広(cid:14039)字内の(cid:8070)
10,東北,宮城,34292,(cid:9660)巻,いしのまき,ISHINOMAKI,(cid:9660)巻市(cid:7976)(cid:9195)　(cid:9660)巻(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
11,東北,宮城,34311,新川,にっかわ,NIKKAWA,仙台市(cid:14327)(cid:11557)区新川字(cid:8171)(cid:7880)尻
12,東北,宮城,34331,塩(cid:13609),しおがま,SHIOGAMA,塩(cid:10084)市伊保(cid:9660)
13,東北,宮城,34361,(cid:7908)ノ島,えのしま,ENOSHIMA,(cid:8763)(cid:15285)(cid:13446)女川(cid:9195)(cid:7908)島字(cid:11432)(cid:11821)
14,東北,宮城,34392,仙台,せんだい,SENDAI,仙台市宮城(cid:13597)区五(cid:13167)　仙台(cid:10230)区(cid:7868)(cid:12767)台
15,東北,宮城,34461,(cid:9425)(cid:9660),しろいし,SHIROISHI,(cid:9425)(cid:9660)市(cid:9887)岡(cid:14039)(cid:12228)字(cid:8238)(cid:7818)山
16,東北,宮城,34462,(cid:11702)(cid:8932),ざおう,ZAO,刈(cid:9187)(cid:13446)(cid:11702)(cid:8932)(cid:9195)大字平(cid:7953)字内屋敷
17,東北,宮城,34471,亘(cid:9006),わたり,WATARI,亘(cid:9006)(cid:13446)亘(cid:9006)(cid:9195)字(cid:7964)(cid:9187)
18,東北,宮城,34506,丸(cid:7363),まるもり,MARUMORI,伊具(cid:13446)丸(cid:7363)(cid:9195)(cid:11219)(cid:9646)(cid:14059)(cid:11219)山字新(cid:12860)中
19,東北,山形,35002,(cid:14549)島,とびしま,TOBISHIMA,(cid:13511)(cid:9187)市(cid:14549)島字勝(cid:8070)乙
20,東北,山形,35052,(cid:13511)(cid:9187),さかた,SAKATA,(cid:13511)(cid:9187)市亀ケ崎　(cid:13511)(cid:9187)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
21,東北,山形,35071,差(cid:14643)(cid:13856),さすなべ,SASUNABE,最上(cid:13446)(cid:9535)室川(cid:9195)差(cid:14643)(cid:13856)
22,東北,山形,35116,(cid:13600)山,かねやま,KANEYAMA,最上(cid:13446)(cid:13600)山(cid:9195)(cid:13600)山字本(cid:9195)
23,東北,山形,35141,(cid:15215)岡,つるおか,TSURUOKA,(cid:15215)岡市(cid:13834)(cid:9195)
24,東北,山形,35146,(cid:8833)川,かりかわ,KARIKAWA,東(cid:9187)川(cid:13446)庄内(cid:9195)(cid:8833)川字(cid:9646)倉
25,東北,山形,35162,新庄,しんじょう,SHINJO,新庄市東(cid:12738)地(cid:9187)(cid:9195)　新庄(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
26,東北,山形,35176,向(cid:9195),むかいまち,MUKAIMACHI,最上(cid:13446)最上(cid:9195)向(cid:9195)
27,東北,山形,35216,(cid:10973)折,ひじおり,HIJIORI,最上(cid:13446)大(cid:11702)村南山
28,東北,山形,35231,尾(cid:11324)(cid:7953),おばなざわ,OBANAZAWA,尾(cid:11324)(cid:7953)市新(cid:9195)
29,東北,山形,35246,(cid:15393)ケ(cid:14069),ねずがせき,NEZUGASEKI,(cid:15215)岡市(cid:15393)ケ(cid:14069)字(cid:7571)(cid:12976)
30,東北,山形,35332,村山,むらやま,MURAYAMA,村山市大字大久保字寄(cid:13240)
31,東北,山形,35361,大井(cid:7953),おおいさわ,OISAWA,(cid:12377)村山(cid:13446)(cid:12377)川(cid:9195)大井(cid:7953)字中村
32,東北,山形,35376,左(cid:7953),あてらざわ,ATERAZAWA,(cid:12377)村山(cid:13446)大(cid:7908)(cid:9195)本(cid:13459)字下夕原己
33,東北,山形,35426,山形,やまがた,YAMAGATA,山形市(cid:10611)(cid:9195)　山形地方(cid:7868)(cid:12767)台
34,東北,山形,35456,(cid:14039)井,ながい,NAGAI,(cid:14039)井市平山
35,東北,山形,35486,小国,おぐに,OGUNI,(cid:12377)(cid:10792)(cid:12855)(cid:13446)小国(cid:9195)増岡字下林
36,東北,山形,35511,(cid:14807)(cid:9226),たかはた,TAKAHATA,東(cid:10792)(cid:12855)(cid:13446)(cid:14807)(cid:9226)(cid:9195)安久(cid:8032)字加(cid:11377)川原
37,東北,山形,35541,(cid:14807)峰,たかみね,TAKAMINE,(cid:12377)(cid:10792)(cid:12855)(cid:13446)(cid:14564)(cid:12751)(cid:9195)(cid:14807)峰
38,東北,山形,35552,(cid:10367)(cid:7953),よねざわ,YONEZAWA,(cid:10367)(cid:7953)市アルカディア
39,東北,(cid:9887)島,36056,(cid:11377)庭,もにわ,MONIWA,(cid:9887)島市(cid:14564)坂(cid:9195)(cid:11377)庭字(cid:8293)(cid:8298)(cid:13352)
40,東北,(cid:9887)島,36066,(cid:7281)川,やながわ,YANAGAWA,伊(cid:13353)市(cid:7281)川(cid:9195)(cid:10390)(cid:13597)字作(cid:9187)
41,東北,(cid:9887)島,36106,(cid:7264)原,ひばら,HIBARA,(cid:10920)(cid:15326)(cid:13446)北塩原村(cid:7264)原字墓下
42,東北,(cid:9887)島,36126,(cid:9887)島,ふくしま,FUKUSHIMA,(cid:9887)島市松木(cid:9195)　(cid:9887)島地方(cid:7868)(cid:12767)台
43,東北,(cid:9887)島,36151,(cid:9510)(cid:14655),そうま,SOMA,(cid:9510)(cid:14655)市成(cid:9187)字五(cid:13435)右エ(cid:14043)(cid:7595)
44,東北,(cid:9887)島,36176,喜多方,きたかた,KITAKATA,喜多方市字押切
45,東北,(cid:9887)島,36196,(cid:15254)倉,わしくら,WASHIKURA,(cid:9887)島市土(cid:8238)(cid:8194)(cid:7976)(cid:9195)字(cid:15254)倉山国有林
46,東北,(cid:9887)島,36221,(cid:14564)(cid:11219),いいたて,IITATE,(cid:9510)(cid:14655)(cid:13446)(cid:14564)(cid:11219)村(cid:14564)(cid:7549)字(cid:10143)(cid:9660)
47,東北,(cid:9887)島,36251,(cid:12377)会(cid:8032),にしあいづ,NISHIAIZU,(cid:10920)(cid:15326)(cid:13446)(cid:12377)会(cid:8032)(cid:9195)尾(cid:13597)本字(cid:7549)ノ口原乙
48,東北,(cid:9887)島,36276,(cid:8870)(cid:11345)代,いなわしろ,INAWASHIRO,(cid:10920)(cid:15326)(cid:13446)(cid:8870)(cid:11345)代(cid:9195)大字千代(cid:9187)字中島
49,東北,(cid:9887)島,36291,二本松,にほんまつ,NIHOMMATSU,二本松市(cid:13600)(cid:11277)久保
50,東北,(cid:9887)島,36342,(cid:13600)山,かねやま,KANEYAMA,大(cid:7967)(cid:13446)(cid:13600)山(cid:9195)大字中川字(cid:7944)(cid:7231)原
51,東北,(cid:9887)島,36361,(cid:11357)松,わかまつ,WAKAMATSU,会(cid:8032)(cid:11357)松市材木(cid:9195)　(cid:11357)松(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
52,東北,(cid:9887)島,36391,(cid:11242)引,ふねひき,FUNEHIKI,(cid:9187)村市(cid:11242)引(cid:9195)(cid:11242)引字新房(cid:14164)
53,東北,(cid:9887)島,36411,(cid:8073)(cid:7908),なみえ,NAMIE,双(cid:11557)(cid:13446)(cid:8073)(cid:7908)(cid:9195)川(cid:8167)字北上の原
54,東北,(cid:9887)島,36426,只(cid:12386),ただみ,TADAMI,南会(cid:8032)(cid:13446)只(cid:12386)(cid:9195)只(cid:12386)字原
55,東北,(cid:9887)島,36476,(cid:13446)山,こおりやま,KOORIYAMA,(cid:13446)山市安(cid:10010)(cid:9195)成(cid:9187)字東丸山
56,東北,(cid:9887)島,36501,川内,かわうち,KAWAUCHI,双(cid:11557)(cid:13446)川内村上川内字小山平
57,東北,(cid:9887)島,36536,南(cid:13459),なんごう,NANGO,南会(cid:8032)(cid:13446)南会(cid:8032)(cid:9195)(cid:9210)字(cid:7309)木平
58,東北,(cid:9887)島,36562,(cid:8238)本,ゆもと,YUMOTO,岩(cid:8489)(cid:13446)天(cid:7204)村(cid:9187)(cid:11275)尾字持(cid:9660)
59,東北,(cid:9887)島,36591,小(cid:13597)新(cid:9195),おのにいまち,ONONIIMACHI,(cid:9187)村(cid:13446)小(cid:13597)(cid:9195)小(cid:13597)新(cid:9195)字(cid:11219)廻
60,東北,(cid:9887)島,36611,広(cid:13597),ひろの,HIRONO,双(cid:11557)(cid:13446)広(cid:13597)(cid:9195)下北(cid:13269)字大(cid:12738)地原
61,東北,(cid:9887)島,36641,(cid:9187)島,たじま,TAJIMA,南会(cid:8032)(cid:13446)南会(cid:8032)(cid:9195)(cid:9187)島字東下原
