,0,1,2,3,4,5,6
0,地方,振(cid:11206)局,地(cid:8556)(cid:9234)号,(cid:12411)(cid:8196)所名,よみがな,ローマ字(cid:12210)(cid:12464),所在地
1,九州,(cid:9887)岡,82046,宗像,むなかた,MUNAKATA,宗像市(cid:9187)(cid:8643)
2,九州,(cid:9887)岡,82056,八幡,やはた,YAHATA,北九州市八幡(cid:12377)区(cid:15258)の巣
3,九州,(cid:9887)岡,82101,(cid:12188)(cid:7595),ゆくはし,YUKUHASHI,(cid:12188)(cid:7595)市(cid:12377)(cid:7976)
4,九州,(cid:9887)岡,82136,(cid:14564)塚,いいづか,IIZUKA,(cid:14564)塚市川島字(cid:9169)木　(cid:14564)塚(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
5,九州,(cid:9887)岡,82171,前原,まえばる,MAEBARU,(cid:10450)島市前原(cid:12377)
6,九州,(cid:9887)岡,82182,(cid:9887)岡,ふくおか,FUKUOKA,(cid:9887)岡市中央区大(cid:8446)　(cid:9887)岡(cid:10230)区(cid:7868)(cid:12767)台
7,九州,(cid:9887)岡,82191,太宰府,だざいふ,DAZAIFU,太宰府市大佐(cid:13597)
8,九州,(cid:9887)岡,82206,(cid:8167)(cid:9187),そえだ,SOEDA,(cid:9187)川(cid:13446)(cid:8167)(cid:9187)(cid:9195)大字(cid:13597)(cid:9187)字大(cid:13597)ノ原
9,九州,(cid:9887)岡,82261,朝倉,あさくら,ASAKURA,朝倉市三奈木
10,九州,(cid:9887)岡,82306,久(cid:9219)(cid:10367),くるめ,KURUME,久(cid:9219)(cid:10367)市(cid:8032)(cid:9887)本(cid:9195)
11,九州,(cid:9887)岡,82317,(cid:15342)木,くろぎ,KUROGI,八女市(cid:15342)木(cid:9195)本分
12,九州,(cid:9887)岡,82361,大(cid:8761)(cid:9187),おおむた,OMUTA,大(cid:8761)(cid:9187)市(cid:10162)原(cid:9195)
13,九州,大分,83021,国(cid:12386),くにみ,KUNIMI,国東市国(cid:12386)(cid:9195)中
14,九州,大分,83051,中(cid:8032),なかつ,NAKATSU,中(cid:8032)市大字定(cid:9219)
15,九州,大分,83061,(cid:12751)後(cid:14807)(cid:9187),ぶんごたかだ,BUNGOTAKADA,(cid:12751)後(cid:14807)(cid:9187)市呉崎
16,九州,大分,83106,(cid:14164)内,いんない,INNAI,宇佐市(cid:14164)内(cid:9195)山城
17,九州,大分,83121,杵(cid:10255),きつき,KITSUKI,杵(cid:10255)市大字本庄
18,九州,大分,83137,日(cid:9187),ひた,HITA,日(cid:9187)市三本松　日(cid:9187)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
19,九州,大分,83191,(cid:8938)(cid:8980),くす,KUSU,(cid:8938)(cid:8980)(cid:13446)(cid:8938)(cid:8980)(cid:9195)大字帆(cid:12938)
20,九州,大分,83201,(cid:8238)布(cid:14164),ゆふいん,YUFUIN,(cid:9188)布市(cid:8238)布(cid:14164)(cid:9195)川南
21,九州,大分,83216,大分,おおいた,OITA,大分市(cid:14039)(cid:8062)(cid:9195)　大分地方(cid:7868)(cid:12767)台
22,九州,大分,83341,(cid:8799)(cid:14571),いぬかい,INUKAI,(cid:12751)後大(cid:13597)市(cid:8799)(cid:14571)(cid:9195)(cid:9187)原
23,九州,大分,83371,(cid:10121)(cid:9187),たけた,TAKETA,(cid:10121)(cid:9187)市大字会々
24,九州,大分,83401,佐伯,さいき,SAIKI,佐伯市字剣崎
25,九州,大分,83431,宇(cid:9504),うめ,UME,佐伯市宇(cid:9504)大字(cid:13596)岡
26,九州,大分,83476,(cid:11622)(cid:7908),かまえ,KAMAE,佐伯市(cid:11622)(cid:7908)(cid:11622)(cid:7908)(cid:8070)
27,九州,(cid:14039)崎,84012,(cid:15021)(cid:8070),わにうら,WANIURA,対(cid:14655)市上対(cid:14655)(cid:9195)(cid:15021)(cid:8070)字カキセ
28,九州,(cid:14039)崎,84072,厳原,いづはら,IZUHARA,対(cid:14655)市厳原(cid:9195)東(cid:13595)　厳原(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
29,九州,(cid:14039)崎,84121,(cid:11313)(cid:13238),あしべ,ASHIBE,壱岐市(cid:11313)(cid:13238)(cid:9195)国分東(cid:12432)
30,九州,(cid:14039)崎,84171,平戸,ひらど,HIRADO,平戸市岩の上(cid:9195)　平戸(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
31,九州,(cid:14039)崎,84183,松(cid:8070),まつうら,MATSUURA,松(cid:8070)市志佐(cid:9195)(cid:13595)免字(cid:13239)ノ尾台
