,0,1,2,3,4,5,6
0,地方,振(cid:11206)局,地(cid:8556)(cid:9234)号,(cid:12411)(cid:8196)所名,よみがな,ローマ字(cid:12210)(cid:12464),所在地
1,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60051,今(cid:8032),いまづ,IMAZU,(cid:14807)島市今(cid:8032)(cid:9195)弘川
2,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60061,(cid:14039)(cid:8062),ながはま,NAGAHAMA,(cid:14039)(cid:8062)市唐国(cid:9195)
3,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60102,(cid:10367)原,まいばら,MAIBARA,(cid:10367)原市朝日字尻屋
4,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60116,南小松,みなみこまつ,MINAMIKOMATSU,大(cid:8032)市南小松
5,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60131,彦(cid:7231),ひこね,HIKONE,彦(cid:7231)市城(cid:9195)　彦(cid:7231)地方(cid:7868)(cid:12767)台
6,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60196,東(cid:13254)(cid:7908),ひがしおうみ,HIGASHIOMI,東(cid:13254)(cid:7908)市(cid:7260)川東(cid:9195)
7,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60216,大(cid:8032),おおつ,OTSU,大(cid:8032)市(cid:11547)(cid:13597)(cid:8070)
8,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60226,信(cid:7462),しがらき,SHIGARAKI,(cid:9189)(cid:12833)市信(cid:7462)(cid:9195)(cid:8766)
9,(cid:13254)(cid:9253),(cid:8288)(cid:12833),60236,土山,つちやま,TSUCHIYAMA,(cid:9189)(cid:12833)市土山(cid:9195)北土山
10,(cid:13254)(cid:9253),京(cid:13460),61001,(cid:14059)人,たいざ,TAIZA,京丹後市丹後(cid:9195)(cid:14059)人小字新ヶ原
11,(cid:13254)(cid:9253),京(cid:13460),61076,宮(cid:8032),みやづ,MIYAZU,宮(cid:8032)市字上司
12,(cid:13254)(cid:9253),京(cid:13460),61111,(cid:11225)(cid:15215),まいづる,MAIZURU,(cid:11225)(cid:15215)市字下(cid:9887)井　(cid:11225)(cid:15215)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
13,(cid:13254)(cid:9253),京(cid:13460),61187,(cid:9887)(cid:9649)山,ふくちやま,FUKUCHIYAMA,(cid:9887)(cid:9649)山市字(cid:11432)(cid:7961)
14,(cid:13254)(cid:9253),京(cid:13460),61206,(cid:10814)山,みやま,MIYAMA,南丹市(cid:10814)山(cid:9195)(cid:14332)原(cid:7264)(cid:13597)
15,(cid:13254)(cid:9253),京(cid:13460),61242,園(cid:13450),そのべ,SONOBE,南丹市園(cid:13450)(cid:9195)(cid:15342)(cid:9187)
16,(cid:13254)(cid:9253),京(cid:13460),61286,京(cid:13460),きょうと,KYOTO,京(cid:13460)市中京区(cid:12377)ノ京(cid:10143)(cid:7818)(cid:9195)　京(cid:13460)地方(cid:7868)(cid:12767)台
17,(cid:13254)(cid:9253),京(cid:13460),61326,京(cid:9187)(cid:13238),きょうたなべ,KYOTANABE,京(cid:9187)(cid:13238)市(cid:11780)(cid:12377)(cid:8062)
18,(cid:13254)(cid:9253),大(cid:14128),62016,(cid:11039)勢,のせ,NOSE,(cid:12751)(cid:11039)(cid:13446)(cid:11039)勢(cid:9195)地(cid:15332)
19,(cid:13254)(cid:9253),大(cid:14128),62046,枚方,ひらかた,HIRAKATA,枚方市星丘
20,(cid:13254)(cid:9253),大(cid:14128),62078,大(cid:14128),おおさか,OSAKA,大(cid:14128)市中央区大手前　大(cid:14128)(cid:10230)区(cid:7868)(cid:12767)台
21,(cid:13254)(cid:9253),大(cid:14128),62081,(cid:9173)(cid:14678)山,いこまやま,IKOMAYAMA,東大(cid:14128)市山手(cid:9195)
22,(cid:13254)(cid:9253),大(cid:14128),62091,堺,さかい,SAKAI,堺市堺区(cid:9426)(cid:11209)(cid:15101)夕(cid:14268)(cid:9195)
23,(cid:13254)(cid:9253),大(cid:14128),62131,(cid:8643)取,くまとり,KUMATORI,(cid:7976)南(cid:13446)(cid:8643)取(cid:9195)朝代(cid:12377)
24,(cid:13254)(cid:9253),兵庫,63016,(cid:14646)住,かすみ,KASUMI,(cid:10814)方(cid:13446)(cid:14646)(cid:10814)(cid:9195)(cid:14646)住区(cid:7363)
25,(cid:13254)(cid:9253),兵庫,63051,(cid:12751)岡,とよおか,TOYO-OKA,(cid:12751)岡市(cid:7260)(cid:9195)　(cid:12751)岡(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
26,(cid:13254)(cid:9253),兵庫,63071,兎和(cid:13597)(cid:14807)原,うわのこうげん,UWANOKOGEN,(cid:10814)方(cid:13446)(cid:14646)(cid:10814)(cid:9195)村岡区宿字(cid:11505)(cid:11177)(cid:13597)
27,(cid:13254)(cid:9253),兵庫,63121,和(cid:9187)山,わだやま,WADAYAMA,朝来市和(cid:9187)山(cid:9195)枚(cid:9187)
28,(cid:13254)(cid:9253),兵庫,63201,(cid:9173)(cid:13597),いくの,IKUNO,朝来市(cid:9173)(cid:13597)(cid:9195)口(cid:13727)(cid:12738)
29,(cid:13254)(cid:9253),兵庫,63216,柏原,かいばら,KAIBARA,丹(cid:7996)市柏原(cid:9195)柏原
30,(cid:13254)(cid:9253),兵庫,63251,一宮,いちのみや,ICHINOMIYA,宍(cid:10390)市一宮(cid:9195)東市場
31,(cid:13254)(cid:9253),兵庫,63321,(cid:9887)崎,ふくさき,FUKUSAKI,(cid:9860)崎(cid:13446)(cid:9887)崎(cid:9195)(cid:9887)崎新
32,(cid:13254)(cid:9253),兵庫,63331,(cid:12377)(cid:11045),にしわき,NISHIWAKI,(cid:12377)(cid:11045)市上(cid:7834)延(cid:9195)
33,(cid:13254)(cid:9253),兵庫,63366,上(cid:13446),かみごおり,KAMIGORI,(cid:12901)(cid:10001)(cid:13446)上(cid:13446)(cid:9195)与井
34,(cid:13254)(cid:9253),兵庫,63383,姫(cid:12976),ひめじ,HIMEJI,姫(cid:12976)市(cid:9860)子岡前　姫(cid:12976)(cid:8777)別地域(cid:7868)(cid:12767)(cid:12411)(cid:8196)所
35,(cid:13254)(cid:9253),兵庫,63411,三(cid:9187),さんだ,SANDA,三(cid:9187)市下(cid:8157)(cid:9187)
36,(cid:13254)(cid:9253),兵庫,63461,三木,みき,MIKI,三木市志染(cid:9195)広(cid:13597)
37,(cid:13254)(cid:9253),兵庫,63491,家島,いえしま,IESHIMA,姫(cid:12976)市家島(cid:9195)(cid:9535)(cid:8070)字御室寺
