"Date","Time","WBGT","Tg"
"2020/9/1","1:00","26.2","28.0"
"2020/9/1","2:00","26.0","27.6"
"2020/9/1","3:00","25.9","27.1"
"2020/9/1","4:00","25.8","27.0"
"2020/9/1","5:00","25.9","27.3"
"2020/9/1","6:00","25.9","27.5"
"2020/9/1","7:00","27.2","33.0"
"2020/9/1","8:00","27.5","32.9"
"2020/9/1","9:00","27.8","33.0"
"2020/9/1","10:00","27.4","31.6"
"2020/9/1","11:00","27.3","29.2"
"2020/9/1","12:00","27.5","30.6"
"2020/9/1","13:00","28.6","35.1"
"2020/9/1","14:00","28.8","36.4"
"2020/9/1","15:00","29.6","37.1"
"2020/9/1","16:00","28.8","35.5"
"2020/9/1","17:00","29.0","36.6"
"2020/9/1","18:00","27.8","31.1"
"2020/9/1","19:00","27.5","28.9"
"2020/9/1","20:00","26.7","26.7"
"2020/9/1","21:00","26.7","26.3"
"2020/9/1","22:00","26.7","26.3"
"2020/9/1","23:00","26.9","27.1"
"2020/9/1","24:00","26.9","27.9"
"2020/9/2","1:00","27.4","28.6"
"2020/9/2","2:00","27.3","29.0"
"2020/9/2","3:00","27.3","28.8"
"2020/9/2","4:00","27.1","29.0"
"2020/9/2","5:00","27.2","29.4"
"2020/9/2","6:00","27.2","28.7"
"2020/9/2","7:00","27.6","30.6"
"2020/9/2","8:00","27.7","32.4"
"2020/9/2","9:00","28.0","31.3"
"2020/9/2","10:00","28.3","33.0"
"2020/9/2","11:00","28.2","32.5"
"2020/9/2","12:00","28.4","33.0"
"2020/9/2","13:00","28.1","31.3"
"2020/9/2","14:00","28.8","33.9"
"2020/9/2","15:00","28.3","33.1"
"2020/9/2","16:00","28.1","31.8"
"2020/9/2","17:00","27.4","27.8"
"2020/9/2","18:00","26.8","26.8"
"2020/9/2","19:00","26.1","25.8"
"2020/9/2","20:00","26.1","26.4"
"2020/9/2","21:00","26.3","26.2"
"2020/9/2","22:00","25.8","25.8"
"2020/9/2","23:00","25.7","27.1"
"2020/9/2","24:00","25.6","27.3"
"2020/9/3","1:00","25.5","27.3"
"2020/9/3","2:00","25.2","27.2"
"2020/9/3","3:00","24.9","27.1"
"2020/9/3","4:00","24.9","26.9"
"2020/9/3","5:00","24.9","26.7"
"2020/9/3","6:00","24.8","26.5"
"2020/9/3","7:00","24.3","25.1"
"2020/9/3","8:00","25.4","26.8"
"2020/9/3","9:00","29.1","39.9"
"2020/9/3","10:00","28.0","36.1"
"2020/9/3","11:00","29.4","42.8"
"2020/9/3","12:00","30.5","46.1"
"2020/9/3","13:00","30.4","44.6"
"2020/9/3","14:00","29.2","42.0"
"2020/9/3","15:00","29.4","41.8"
"2020/9/3","16:00","27.5","35.4"
"2020/9/3","17:00","26.8","32.6"
"2020/9/3","18:00","26.3","29.4"
"2020/9/3","19:00","25.6","27.0"
"2020/9/3","20:00","25.7","27.0"
"2020/9/3","21:00","25.7","26.8"
"2020/9/3","22:00","25.5","26.5"
"2020/9/3","23:00","25.5","26.2"
"2020/9/3","24:00","25.5","26.4"
"2020/9/4","1:00","25.4","26.2"
"2020/9/4","2:00","25.3","26.1"
"2020/9/4","3:00","25.2","26.0"
"2020/9/4","4:00","24.9","25.8"
"2020/9/4","5:00","24.7","25.7"
"2020/9/4","6:00","24.9","25.5"
"2020/9/4","7:00","25.2","27.3"
"2020/9/4","8:00","26.2","34.5"
"2020/9/4","9:00","26.7","35.5"
"2020/9/4","10:00","28.2","40.6"
"2020/9/4","11:00","28.2","43.2"
"2020/9/4","12:00","27.6","45.3"
"2020/9/4","13:00","28.2","43.8"
"2020/9/4","14:00","29.0","45.9"
"2020/9/4","15:00","28.5","39.1"
"2020/9/4","16:00","27.8","35.5"
"2020/9/4","17:00","27.7","33.6"
"2020/9/4","18:00","26.8","30.5"
"2020/9/4","19:00","26.1","28.6"
"2020/9/4","20:00","26.1","28.3"
"2020/9/4","21:00","26.2","28.1"
"2020/9/4","22:00","25.9","27.7"
"2020/9/4","23:00","22.9","22.5"
"2020/9/4","24:00","23.4","23.2"
"2020/9/5","1:00","23.7","23.7"
"2020/9/5","2:00","23.9","24.0"
"2020/9/5","3:00","24.1","24.0"
"2020/9/5","4:00","24.0","24.5"
"2020/9/5","5:00","24.1","24.5"
"2020/9/5","6:00","24.4","25.2"
"2020/9/5","7:00","24.9","27.1"
"2020/9/5","8:00","27.6","38.3"
"2020/9/5","9:00","28.5","41.5"
"2020/9/5","10:00","28.4","39.2"
"2020/9/5","11:00","29.0","39.0"
"2020/9/5","12:00","29.7","41.0"
"2020/9/5","13:00","30.1","43.8"
"2020/9/5","14:00","28.6","37.6"
"2020/9/5","15:00","29.3","39.0"
"2020/9/5","16:00","27.9","33.2"
"2020/9/5","17:00","27.5","32.3"
"2020/9/5","18:00","26.8","29.5"
"2020/9/5","19:00","26.3","28.1"
"2020/9/5","20:00","26.2","28.1"
"2020/9/5","21:00","25.9","28.2"
"2020/9/5","22:00","24.0","25.6"
"2020/9/5","23:00","23.7","23.4"
"2020/9/5","24:00","23.7","23.4"
"2020/9/6","1:00","24.2","24.3"
"2020/9/6","2:00","24.5","25.3"
"2020/9/6","3:00","24.7","25.6"
"2020/9/6","4:00","25.0","25.6"
"2020/9/6","5:00","24.8","24.5"
"2020/9/6","6:00","23.8","23.7"
"2020/9/6","7:00","24.1","24.7"
"2020/9/6","8:00","24.3","24.2"
"2020/9/6","9:00","24.0","23.6"
"2020/9/6","10:00","24.5","24.8"
"2020/9/6","11:00","24.7","25.3"
"2020/9/6","12:00","24.9","25.2"
"2020/9/6","13:00","25.0","25.0"
"2020/9/6","14:00","25.6","25.5"
"2020/9/6","15:00","25.9","25.9"
"2020/9/6","16:00","26.0","26.1"
"2020/9/6","17:00","26.0","25.8"
"2020/9/6","18:00","26.0","25.9"
"2020/9/6","19:00","25.8","25.7"
"2020/9/6","20:00","26.0","26.6"
"2020/9/6","21:00","26.1","26.0"
"2020/9/6","22:00","26.2","26.2"
"2020/9/6","23:00","25.9","25.6"
"2020/9/6","24:00","25.7","25.5"
"2020/9/7","1:00","25.7","25.5"
"2020/9/7","2:00","25.1","24.8"
"2020/9/7","3:00","24.5","24.2"
"2020/9/7","4:00","24.0","23.8"
"2020/9/7","5:00","22.8","22.4"
"2020/9/7","6:00","23.1","22.9"
"2020/9/7","7:00","23.2","23.4"
"2020/9/7","8:00","24.0","26.0"
"2020/9/7","9:00","24.2","27.5"
"2020/9/7","10:00","26.6","35.1"
"2020/9/7","11:00","26.1","32.6"
"2020/9/7","12:00","27.0","34.4"
"2020/9/7","13:00","26.8","34.3"
"2020/9/7","14:00","25.7","31.9"
"2020/9/7","15:00","27.0","35.0"
"2020/9/7","16:00","27.8","38.7"
"2020/9/7","17:00","26.9","37.7"
"2020/9/7","18:00","24.4","26.8"
"2020/9/7","19:00","23.7","24.5"
"2020/9/7","20:00","23.4","23.7"
"2020/9/7","21:00","23.1","22.7"
"2020/9/7","22:00","22.9","22.8"
"2020/9/7","23:00","22.8","22.5"
"2020/9/7","24:00","22.5","22.2"
"2020/9/8","1:00","22.2","21.2"
"2020/9/8","2:00","21.9","21.1"
"2020/9/8","3:00","21.8","20.7"
"2020/9/8","4:00","21.4","20.3"
"2020/9/8","5:00","21.4","20.6"
"2020/9/8","6:00","21.3","20.6"
"2020/9/8","7:00","22.2","22.6"
"2020/9/8","8:00","24.9","32.5"
"2020/9/8","9:00","27.3","40.0"
"2020/9/8","10:00","25.2","29.8"
"2020/9/8","11:00","27.4","39.0"
"2020/9/8","12:00","28.7","43.2"
"2020/9/8","13:00",,
"2020/9/8","14:00",,
"2020/9/8","15:00",,
"2020/9/8","16:00",,
"2020/9/8","17:00",,
"2020/9/8","18:00",,
"2020/9/8","19:00",,
"2020/9/8","20:00",,
"2020/9/8","21:00",,
"2020/9/8","22:00",,
"2020/9/8","23:00",,
"2020/9/8","24:00",,
