"Date","Time","WBGT","Tg"
"2007/9/1","1:00","21.3","23.4"
"2007/9/1","2:00","21.1","23.2"
"2007/9/1","3:00","21.2","23.5"
"2007/9/1","4:00","21.0","23.4"
"2007/9/1","5:00","20.9","23.4"
"2007/9/1","6:00","20.9","23.4"
"2007/9/1","7:00","21.4","24.9"
"2007/9/1","8:00","21.8","26.7"
"2007/9/1","9:00","22.3","28.2"
"2007/9/1","10:00","23.0","30.0"
"2007/9/1","11:00","25.7","39.8"
"2007/9/1","12:00","26.3","41.0"
"2007/9/1","13:00","25.8","37.5"
"2007/9/1","14:00","26.1","37.2"
"2007/9/1","15:00","27.1","41.0"
"2007/9/1","16:00","26.4","37.2"
"2007/9/1","17:00","24.8","31.2"
"2007/9/1","18:00","23.7","29.1"
"2007/9/1","19:00","22.9","27.8"
"2007/9/1","20:00","23.1","27.5"
"2007/9/1","21:00","22.7","27.5"
"2007/9/1","22:00","22.7","27.2"
"2007/9/1","23:00","22.7","26.9"
"2007/9/1","24:00","22.8","26.4"
"2007/9/2","1:00","22.7","26.4"
"2007/9/2","2:00","22.8","26.2"
"2007/9/2","3:00","22.7","24.3"
"2007/9/2","4:00","22.6","24.2"
"2007/9/2","5:00","22.9","24.5"
"2007/9/2","6:00","22.9","24.7"
"2007/9/2","7:00","23.2","25.7"
"2007/9/2","8:00","24.0","28.7"
"2007/9/2","9:00","24.7","30.2"
"2007/9/2","10:00","25.6","31.8"
"2007/9/2","11:00","27.4","40.8"
"2007/9/2","12:00","27.9","42.2"
"2007/9/2","13:00","26.0","34.2"
"2007/9/2","14:00","26.6","36.1"
"2007/9/2","15:00","25.4","33.1"
"2007/9/2","16:00","26.3","34.9"
"2007/9/2","17:00","26.0","34.3"
"2007/9/2","18:00","25.2","30.1"
"2007/9/2","19:00","24.9","29.0"
"2007/9/2","20:00","24.7","28.4"
"2007/9/2","21:00","25.0","28.2"
"2007/9/2","22:00","25.1","28.2"
"2007/9/2","23:00","23.7","24.9"
"2007/9/2","24:00","24.1","25.1"
"2007/9/3","1:00","24.3","25.2"
"2007/9/3","2:00","24.3","25.1"
"2007/9/3","3:00","24.2","24.8"
"2007/9/3","4:00","24.1","24.8"
"2007/9/3","5:00","24.0","24.5"
"2007/9/3","6:00","24.1","24.9"
"2007/9/3","7:00","24.7","26.5"
"2007/9/3","8:00","25.4","29.1"
"2007/9/3","9:00","26.1","31.9"
"2007/9/3","10:00","27.5","39.1"
"2007/9/3","11:00","26.9","36.3"
"2007/9/3","12:00","26.8","37.0"
"2007/9/3","13:00","28.2","44.4"
"2007/9/3","14:00","28.6","46.0"
"2007/9/3","15:00","29.1","45.8"
"2007/9/3","16:00","28.4","44.3"
"2007/9/3","17:00","26.8","35.6"
"2007/9/3","18:00","26.0","31.9"
"2007/9/3","19:00","25.0","28.6"
"2007/9/3","20:00","24.2","27.3"
"2007/9/3","21:00","23.7","26.2"
"2007/9/3","22:00","23.6","25.7"
"2007/9/3","23:00","23.2","25.2"
"2007/9/3","24:00","23.0","25.4"
"2007/9/4","1:00","23.0","25.4"
"2007/9/4","2:00","22.9","25.0"
"2007/9/4","3:00","22.9","25.0"
"2007/9/4","4:00","23.0","25.1"
"2007/9/4","5:00","22.8","24.7"
"2007/9/4","6:00","23.0","24.7"
"2007/9/4","7:00","23.8","27.4"
"2007/9/4","8:00","24.4","28.4"
"2007/9/4","9:00","26.3","34.1"
"2007/9/4","10:00","28.1","43.9"
"2007/9/4","11:00","29.1","45.4"
"2007/9/4","12:00","29.2","46.6"
"2007/9/4","13:00","30.1","47.3"
"2007/9/4","14:00","29.8","47.0"
"2007/9/4","15:00","29.6","45.0"
"2007/9/4","16:00","29.0","44.5"
"2007/9/4","17:00","28.1","39.1"
"2007/9/4","18:00","26.2","31.5"
"2007/9/4","19:00","25.6","29.0"
"2007/9/4","20:00","25.5","28.9"
"2007/9/4","21:00","25.5","28.7"
"2007/9/4","22:00","25.5","28.0"
"2007/9/4","23:00","24.9","27.1"
"2007/9/4","24:00","24.6","26.3"
"2007/9/5","1:00","24.6","26.7"
"2007/9/5","2:00","24.4","26.2"
"2007/9/5","3:00","24.2","25.9"
"2007/9/5","4:00","24.3","25.7"
"2007/9/5","5:00","24.1","25.7"
"2007/9/5","6:00","23.8","24.9"
"2007/9/5","7:00","24.6","27.5"
"2007/9/5","8:00","25.0","29.1"
"2007/9/5","9:00","26.6","33.1"
"2007/9/5","10:00","27.0","36.1"
"2007/9/5","11:00","29.7","46.8"
"2007/9/5","12:00","29.3","43.5"
"2007/9/5","13:00","29.5","46.8"
"2007/9/5","14:00","30.5","48.0"
"2007/9/5","15:00","28.8","43.3"
"2007/9/5","16:00","28.8","46.4"
"2007/9/5","17:00","27.9","43.0"
"2007/9/5","18:00","26.3","32.9"
"2007/9/5","19:00","26.3","29.8"
"2007/9/5","20:00","26.0","29.1"
"2007/9/5","21:00","25.8","28.7"
"2007/9/5","22:00","25.4","28.2"
"2007/9/5","23:00","25.2","27.4"
"2007/9/5","24:00","24.8","26.8"
"2007/9/6","1:00","24.5","26.4"
"2007/9/6","2:00","24.2","25.9"
"2007/9/6","3:00","24.1","25.5"
"2007/9/6","4:00","23.8","25.3"
"2007/9/6","5:00","23.5","25.0"
"2007/9/6","6:00","23.6","25.2"
"2007/9/6","7:00","23.9","26.5"
"2007/9/6","8:00","25.3","30.8"
"2007/9/6","9:00","26.4","31.8"
"2007/9/6","10:00","29.3","43.8"
"2007/9/6","11:00","29.8","46.3"
"2007/9/6","12:00","29.9","49.3"
"2007/9/6","13:00","30.8","47.4"
