"Date","Time","WBGT","Tg"
"2020/7/1","1:00","27.6","28.1"
"2020/7/1","2:00","27.5","27.9"
"2020/7/1","3:00","27.5","27.8"
"2020/7/1","4:00","27.5","27.8"
"2020/7/1","5:00","27.5","28.1"
"2020/7/1","6:00","27.4","27.9"
"2020/7/1","7:00","27.9","29.5"
"2020/7/1","8:00","28.4","31.6"
"2020/7/1","9:00","29.4","34.9"
"2020/7/1","10:00","30.4","38.9"
"2020/7/1","11:00","29.1","33.4"
"2020/7/1","12:00","28.4","30.3"
"2020/7/1","13:00","28.1","30.1"
"2020/7/1","14:00","27.9","28.2"
"2020/7/1","15:00",,
"2020/7/1","16:00",,
"2020/7/1","17:00",,
"2020/7/1","18:00",,
"2020/7/1","19:00",,
"2020/7/1","20:00",,
"2020/7/1","21:00",,
"2020/7/1","22:00",,
"2020/7/1","23:00",,
"2020/7/1","24:00",,
