"id","dt","2020102518","2020102521","2020102524","2020102603","2020102606","2020102609","2020102612","2020102615","2020102618","2020102621","2020102624","2020102703","2020102706","2020102709","2020102712","2020102715","2020102718","2020102721","2020102724"
"11001","2020/10/25 17:25","80","80","80","80","70","80","90","90","70","60","60","70","60","90","100","100","70","80","80"
"11016","2020/10/25 17:25","80","80","80","80","80","90","100","90","70","60","60","70","70","90","100","100","90","90","90"
"11046","2020/10/25 17:25","60","70","70","70","70","90","100","90","60","60","50","60","70","100","120","100","70","80","80"
"11076","2020/10/25 17:25","50","50","60","60","50","80","80","70","50","40","40","50","20","80","100","90","50","50","60"
"11121","2020/10/25 17:25","50","50","50","50","40","80","100","100","50","40","40","50","10","60","100","100","30","40","30"
"11151","2020/10/25 17:25","80","80","80","80","70","90","100","90","70","60","60","60","50","90","110","100","80","80","80"
"11176","2020/10/25 17:25","60","60","60","50","50","80","100","90","60","50","40","50","20","70","100","100","50","70","50"
"11206","2020/10/25 17:25","50","50","50","50","50","80","90","90","50","40","40","50","50","70","100","90","60","60","60"
"11276","2020/10/25 17:25","50","40","20","10","20","70","100","90","40","30","30","30","20","50","100","90","40","50","50"
"11291","2020/10/25 17:25","60","60","50","60","60","90","90","100","70","60","50","50","40","90","100","90","70","60","60"
"11316","2020/10/25 17:25","50","40","40","30","10","70","100","100","50","30","30","30","10","60","100","100","50","50","50"
"12011","2020/10/25 17:25","50","50","40","30","20","70","100","90","60","40","40","40","20","60","100","100","60","60","60"
"12041","2020/10/25 17:25","50","50","50","40","30","70","110","100","50","50","50","40","30","60","90","90","50","50","60"
"12141","2020/10/25 17:25","50","60","60","50","20","50","80","70","60","60","50","40","30","60","90","90","50","50","50"
"12181","2020/10/25 17:25","60","50","50","40","20","60","90","80","60","60","50","40","20","60","80","90","50","40","50"
"12231","2020/10/25 17:25","60","50","40","40","30","60","80","90","50","50","40","30","0","50","90","90","40","30","30"
"12261","2020/10/25 17:25","60","50","50","40","40","70","100","90","60","50","50","40","20","60","80","90","40","40","50"
"12266","2020/10/25 17:25","50","50","50","40","40","70","90","90","50","50","40","30","20","60","90","80","40","40","40"
"12301","2020/10/25 17:25","60","50","50","40","50","80","90","100","70","50","50","40","20","60","90","90","50","40","40"
"12386","2020/10/25 17:25","70","60","60","60","60","70","100","100","70","40","40","40","20","70","100","100","30","20","30"
"12396","2020/10/25 17:25","60","60","50","40","30","60","90","100","70","50","40","40","30","70","90","90","60","40","40"
"12411","2020/10/25 17:25","40","40","40","40","40","50","80","70","50","40","30","30","10","60","80","90","40","20","10"
"12442","2020/10/25 17:25","70","60","60","60","50","70","100","90","70","70","60","50","40","80","100","100","70","60","50"
"12451","2020/10/25 17:25","70","60","60","50","50","80","90","90","70","60","60","50","40","70","90","100","60","50","40"
"12512","2020/10/25 17:25","60","60","40","40","50","60","80","90","60","50","40","40","30","80","90","90","40","30","20"
"12551","2020/10/25 17:25","60","50","50","40","40","60","90","90","60","50","40","40","20","80","100","100","40","20","20"
"12596","2020/10/25 17:25","60","70","50","50","50","80","90","100","80","70","50","40","40","70","100","100","70","40","30"
"12626","2020/10/25 17:25","60","60","60","50","50","80","100","100","70","60","50","40","40","60","100","100","60","40","30"
"12632","2020/10/25 17:25","50","50","50","50","50","80","90","90","60","50","30","20","20","70","100","100","50","20","10"
"12691","2020/10/25 17:25","50","50","40","50","60","80","90","80","60","40","30","20","20","60","90","90","50","10","0"
"12746","2020/10/25 17:25","50","40","40","40","30","60","80","70","50","20","30","20","10","40","100","100","30","10","10"
"15041","2020/10/25 17:25","40","40","40","30","40","60","90","90","40","30","20","20","0","60","90","70","30","30","40"
"15076","2020/10/25 17:25","60","60","50","50","50","70","90","100","60","40","40","40","30","60","100","90","50","40","40"
"13061","2020/10/25 17:25","70","60","50","70","70","90","110","90","60","40","40","50","30","90","110","110","60","80","70"
"13086","2020/10/25 17:25","80","70","50","50","60","90","100","90","60","40","40","40","20","80","110","100","70","80","70"
"13121","2020/10/25 17:25","80","80","60","60","70","80","100","100","70","60","50","40","30","90","110","110","70","80","80"
"13146","2020/10/25 17:25","70","80","70","80","80","80","90","90","70","70","70","70","80","110","120","110","90","100","100"
"13181","2020/10/25 17:25","70","80","80","70","80","80","100","100","80","70","60","50","30","90","110","100","80","80","80"
"13261","2020/10/25 17:25","60","60","60","50","50","80","100","110","60","50","50","40","20","70","110","110","30","50","50"
"13277","2020/10/25 17:25","80","80","70","80","80","80","90","90","80","70","70","60","50","80","100","100","80","70","70"
"13311","2020/10/25 17:25","80","80","70","80","80","90","90","80","70","70","70","60","50","100","110","100","70","80","80"
"13321","2020/10/25 17:25","70","60","60","60","70","70","90","80","70","60","60","60","30","70","100","100","40","40","50"
"14026","2020/10/25 17:25","90","80","80","80","60","80","100","100","80","70","60","50","40","90","100","110","70","60","60"
"14071","2020/10/25 17:25","80","80","80","70","70","80","100","90","70","60","50","40","40","90","110","110","60","50","40"
"14101","2020/10/25 17:25","80","70","70","70","60","80","90","110","80","80","70","60","40","80","110","110","60","50","50"
"14116","2020/10/25 17:25","80","70","60","70","70","90","120","110","80","80","80","70","50","100","120","110","70","70","60"
"14121","2020/10/25 17:25","80","70","70","70","70","90","100","110","80","90","80","70","50","90","110","110","70","60","50"
"14136","2020/10/25 17:25","80","70","60","70","70","80","100","120","80","80","70","70","30","80","110","110","60","50","40"
"14163","2020/10/25 17:25","80","70","70","70","70","90","110","110","80","90","90","80","70","110","120","110","110","110","100"
"14206","2020/10/25 17:25","80","50","30","50","50","80","110","100","70","60","50","40","20","80","110","100","70","60","50"
"14286","2020/10/25 17:25","60","60","50","50","50","90","100","90","70","60","60","60","50","80","100","90","80","80","70"
"15116","2020/10/25 17:25","60","60","60","50","60","60","100","90","70","60","50","60","30","70","100","100","50","50","50"
"15161","2020/10/25 17:25","60","60","60","40","50","60","80","100","70","60","50","50","30","70","90","90","50","40","40"
