"id","dt","2020103009","2020103012","2020103015","2020103018","2020103021","2020103024","2020103103","2020103106","2020103109","2020103112","2020103115","2020103118","2020103121","2020103124","2020110103","2020110106","2020110109","2020110112","2020110115","2020110118","2020110121","2020110124"
"11001","2020/10/30 06:25","80","90","70","70","50","60","50","60","80","100","90","70","70","90","90","80","100","110","110","100","90","100"
"11016","2020/10/30 06:25","80","80","80","70","60","60","60","60","80","110","100","70","70","90","90","90","100","120","120","110","100","110"
"11046","2020/10/30 06:25","90","90","80","70","60","60","50","50","80","100","90","70","70","90","90","100","120","120","120","110","110","120"
"11076","2020/10/30 06:25","80","80","70","50","50","40","40","30","70","90","90","40","40","50","60","70","90","110","100","80","80","90"
"11121","2020/10/30 06:25","80","80","70","50","30","10","30","30","70","100","100","40","50","60","70","80","100","100","100","90","80","90"
"11151","2020/10/30 06:25","80","100","80","70","60","60","60","40","70","110","100","70","80","100","110","100","110","120","120","120","110","120"
"11176","2020/10/30 06:25","70","80","70","50","40","30","30","20","70","100","90","50","70","80","70","70","90","110","100","100","90","90"
"11206","2020/10/30 06:25","70","80","70","50","40","40","30","30","70","100","90","50","50","50","60","60","80","110","110","90","80","90"
"11276","2020/10/30 06:25","80","80","60","50","50","30","10","20","60","100","90","40","50","40","70","50","80","110","100","70","100","80"
"11291","2020/10/30 06:25","80","80","80","60","50","40","50","30","70","100","100","50","60","60","70","50","80","110","110","80","80","90"
"11316","2020/10/30 06:25","70","80","70","50","40","30","10","10","60","90","100","40","40","30","60","40","70","110","110","80","80","70"
"12011","2020/10/30 06:25","60","80","70","50","40","20","10","20","60","90","100","50","60","60","60","40","70","110","110","100","90","80"
"12041","2020/10/30 06:25","50","80","70","50","50","40","20","20","50","90","90","50","50","60","80","50","70","100","100","80","90","80"
"12141","2020/10/30 06:25","30","70","70","40","40","30","20","10","40","90","90","50","50","50","60","30","70","100","100","70","90","80"
"12181","2020/10/30 06:25","30","60","70","40","40","30","20","10","50","90","90","50","40","50","50","20","70","100","100","70","70","80"
