"id","dt","2020100324","2020100403","2020100406","2020100409","2020100412","2020100415","2020100418","2020100421","2020100424","2020100503","2020100506","2020100509","2020100512","2020100515","2020100518","2020100521","2020100524"
"11001","2020/10/03 22:25","140","120","120","140","150","130","110","110","130","140","130","160","160","150","120","110","100"
"11016","2020/10/03 22:25","130","120","130","150","160","130","110","110","140","140","140","160","160","150","130","120","110"
"11046","2020/10/03 22:25","130","110","120","160","150","130","100","120","130","130","140","160","150","140","120","120","100"
"11076","2020/10/03 22:25","100","90","70","140","140","130","100","120","120","130","140","160","160","140","110","100","100"
"11121","2020/10/03 22:25","100","100","80","150","150","130","100","80","100","120","120","170","160","140","110","110","100"
"11151","2020/10/03 22:25","140","100","120","160","160","140","100","100","120","120","140","160","160","150","130","120","110"
"11176","2020/10/03 22:25","110","110","110","150","150","130","100","100","120","110","120","160","150","140","110","100","100"
"11206","2020/10/03 22:25","130","100","100","150","160","160","130","140","130","120","130","170","160","150","110","120","110"
"11276","2020/10/03 22:25","110","90","90","140","160","140","120","110","90","100","110","170","170","150","110","120","110"
"11291","2020/10/03 22:25","120","100","100","140","170","170","150","140","140","130","130","170","170","160","120","110","100"
"11316","2020/10/03 22:25","100","90","80","150","160","150","130","110","120","110","100","170","160","160","110","120","100"
"12011","2020/10/03 22:25","110","90","90","150","160","150","120","120","100","90","90","170","180","150","120","120","90"
"12041","2020/10/03 22:25","120","100","90","140","150","150","130","110","90","90","100","160","160","150","110","110","90"
"12141","2020/10/03 22:25","110","100","80","140","160","140","130","120","110","100","110","160","160","150","110","100","70"
"12181","2020/10/03 22:25","120","110","120","160","160","150","130","120","110","110","110","170","170","150","110","100","80"
"12231","2020/10/03 22:25","120","110","120","150","150","140","120","100","100","90","80","170","180","140","100","100","80"
"12261","2020/10/03 22:25","120","130","120","170","170","150","120","100","100","100","100","170","170","140","110","90","80"
"12266","2020/10/03 22:25","130","120","110","150","160","150","120","110","110","110","100","170","170","140","100","100","80"
"12301","2020/10/03 22:25","140","140","120","160","170","160","120","110","100","90","120","180","180","150","110","90","80"
"12386","2020/10/03 22:25","140","120","110","160","170","160","120","100","100","100","90","170","170","150","110","100","100"
"12396","2020/10/03 22:25","120","120","110","160","180","160","120","100","110","110","110","180","160","140","100","90","90"
"12411","2020/10/03 22:25","120","110","100","140","150","140","110","100","90","90","100","160","170","130","90","100","80"
"12442","2020/10/03 22:25","150","130","120","160","170","160","140","120","110","110","110","170","170","150","110","100","110"
"12451","2020/10/03 22:25","140","130","120","170","180","180","130","120","110","110","130","180","180","140","110","110","100"
"12512","2020/10/03 22:25","120","110","100","160","160","150","110","110","110","100","130","170","170","130","90","90","90"
"12551","2020/10/03 22:25","140","120","100","160","160","150","120","110","100","90","120","170","170","150","110","110","100"
"12596","2020/10/03 22:25","130","120","110","160","170","160","130","110","110","120","130","170","180","160","120","110","110"
"12626","2020/10/03 22:25","120","110","110","150","160","150","140","120","110","110","130","170","180","150","110","110","110"
"12632","2020/10/03 22:25","100","100","90","150","150","140","120","110","110","130","140","170","170","140","90","100","100"
