"id","dt","2020101618","2020101621","2020101624","2020101703","2020101706","2020101709","2020101712","2020101715","2020101718","2020101721","2020101724","2020101803","2020101806","2020101809","2020101812","2020101815","2020101818","2020101821","2020101824"
"11001","2020/10/16 15:25","70","80","70","60","70","100","100","100","80","80","90","90","90","120","150","140","100","100","90"
"11016","2020/10/16 15:25","80","80","70","60","70","100","100","100","100","100","100","100","90","120","140","140","100","100","90"
"11046","2020/10/16 15:25","80","80","50","60","70","100","110","100","90","90","90","100","90","130","140","120","90","80","70"
"11076","2020/10/16 15:25","50","40","30","30","20","90","100","100","80","60","50","50","70","120","140","130","80","70","60"
"11121","2020/10/16 15:25","60","50","40","30","10","90","100","100","80","70","60","60","70","110","150","140","80","60","60"
"11151","2020/10/16 15:25","90","90","70","70","50","90","120","120","90","100","90","100","80","120","140","130","100","90","80"
"11176","2020/10/16 15:25","70","50","50","40","30","90","110","100","80","80","80","80","90","120","140","130","90","80","70"
"11206","2020/10/16 15:25","60","50","50","40","50","100","110","100","80","80","70","70","90","110","140","130","90","80","70"
"11276","2020/10/16 15:25","60","40","20","30","40","90","110","100","70","70","60","60","80","120","130","120","110","90","50"
"11291","2020/10/16 15:25","60","50","60","50","50","100","120","110","80","70","80","80","90","120","140","130","100","80","70"
"11316","2020/10/16 15:25","60","50","40","20","30","90","120","110","70","60","60","70","80","120","140","130","110","100","60"
"12011","2020/10/16 15:25","60","50","40","40","60","100","110","100","80","70","80","80","90","120","140","130","110","90","60"
"12041","2020/10/16 15:25","60","60","50","40","50","80","100","110","70","70","70","70","80","100","120","130","110","100","80"
"12141","2020/10/16 15:25","50","60","50","40","30","70","100","100","80","70","70","60","60","90","130","120","110","100","90"
"12181","2020/10/16 15:25","50","70","50","40","30","80","110","110","70","70","70","70","70","90","120","120","110","100","90"
"12231","2020/10/16 15:25","30","50","50","40","30","80","120","100","70","60","60","70","70","90","130","110","100","100","90"
"12261","2020/10/16 15:25","40","60","60","50","40","90","110","120","80","70","60","60","60","100","120","130","100","90","90"
"12266","2020/10/16 15:25","30","60","50","40","30","90","120","110","70","60","50","50","50","100","130","120","90","90","90"
"12301","2020/10/16 15:25","60","70","60","50","50","100","120","120","90","70","60","60","60","100","130","130","100","100","100"
"12386","2020/10/16 15:25","70","80","80","40","30","80","130","130","70","60","30","30","20","80","140","130","90","90","90"
"12396","2020/10/16 15:25","50","60","70","50","30","90","120","120","80","60","50","50","40","90","130","130","90","90","90"
"12411","2020/10/16 15:25","30","50","40","30","0","70","110","100","60","40","30","20","10","90","120","120","90","80","80"
"12442","2020/10/16 15:25","50","50","60","50","40","90","120","120","100","80","60","50","50","100","140","140","110","100","100"
"12451","2020/10/16 15:25","50","60","50","50","50","100","120","120","90","70","60","50","50","120","140","140","100","100","90"
"12512","2020/10/16 15:25","50","40","40","40","40","100","120","110","60","50","40","30","40","110","130","130","90","80","80"
"12551","2020/10/16 15:25","50","40","50","40","30","90","120","110","70","60","40","30","20","100","130","130","90","80","80"
"12596","2020/10/16 15:25","80","50","60","50","50","90","120","120","90","70","50","30","30","110","140","140","110","90","80"
"12626","2020/10/16 15:25","80","60","50","50","50","90","110","120","80","70","50","40","40","110","140","130","100","90","80"
"12632","2020/10/16 15:25","60","50","40","30","30","100","120","110","70","60","30","20","20","120","120","120","90","80","50"
"12691","2020/10/16 15:25","70","50","40","30","10","80","110","100","70","50","30","20","10","100","130","120","90","80","60"
"12746","2020/10/16 15:25","50","40","20","30","20","80","120","110","60","40","30","20","10","80","140","120","90","70","50"
"15041","2020/10/16 15:25","30","40","30","20","20","90","100","90","60","60","50","70","60","90","110","110","80","80","80"
"15076","2020/10/16 15:25","50","60","50","30","20","80","110","110","80","70","60","60","70","100","130","130","100","90","90"
