"id","dt","2020081312","2020081315","2020081318","2020081321","2020081324","2020081403","2020081406","2020081409","2020081412","2020081415","2020081418","2020081421","2020081424","2020081503","2020081506","2020081509","2020081512","2020081515","2020081518","2020081521","2020081524"
"11001","2020/08/13 11:25","180","180","160","150","130","130","160","170","190","170","150","150","140","150","160","180","220","230","190","170","180"
"11016","2020/08/13 11:25","200","200","180","150","150","140","150","180","190","170","160","160","150","150","160","200","230","220","190","180","190"
"11046","2020/08/13 11:25","230","210","160","160","160","150","160","180","180","180","160","170","160","160","180","220","230","220","180","180","190"
"11076","2020/08/13 11:25","190","170","150","130","110","110","120","170","190","170","150","150","140","150","160","190","210","220","180","170","170"
"11121","2020/08/13 11:25","190","190","160","130","100","100","120","170","180","170","150","140","140","150","160","200","230","220","190","180","180"
"11151","2020/08/13 11:25","230","220","180","150","140","120","140","180","190","190","170","160","160","170","190","220","230","230","190","180","190"
"11176","2020/08/13 11:25","190","200","170","140","120","120","130","170","180","170","160","150","150","160","160","200","230","230","190","180","190"
"11206","2020/08/13 11:25","190","170","150","130","120","110","130","190","190","180","150","150","140","150","160","210","230","240","190","180","180"
"11276","2020/08/13 11:25","220","190","160","130","110","110","120","180","200","180","160","150","140","150","160","220","260","250","210","200","190"
"11291","2020/08/13 11:25","160","160","150","160","140","120","150","190","170","170","150","160","150","150","170","200","230","240","190","190","190"
"11316","2020/08/13 11:25","220","200","150","140","120","100","120","180","190","180","150","150","150","150","150","220","250","250","200","200","190"
"12011","2020/08/13 11:25","230","220","180","150","120","100","120","180","190","190","160","150","150","160","160","230","250","250","210","200","190"
"12041","2020/08/13 11:25","240","220","180","150","130","110","110","170","190","190","160","150","150","160","160","210","240","250","210","200","200"
"12141","2020/08/13 11:25","250","240","190","160","150","120","120","160","180","180","170","160","160","160","160","210","250","250","220","200","200"
"12181","2020/08/13 11:25","250","240","190","160","140","120","120","170","180","180","170","160","160","160","160","210","240","250","220","200","200"
"12231","2020/08/13 11:25","230","230","180","170","130","100","110","170","180","190","160","160","160","160","150","220","250","260","220","210","190"
"12261","2020/08/13 11:25","260","250","200","160","150","130","130","170","190","200","190","170","160","170","180","220","240","250","230","210","200"
"12266","2020/08/13 11:25","250","250","190","180","160","120","130","170","200","210","180","180","180","170","170","220","240","260","240","210","200"
"12301","2020/08/13 11:25","250","250","210","170","160","130","120","160","210","200","190","170","170","180","190","230","240","250","240","220","210"
"12386","2020/08/13 11:25","260","250","210","180","160","130","130","180","220","210","190","170","170","170","180","200","230","250","240","210","200"
"12396","2020/08/13 11:25","230","240","210","190","160","120","130","170","210","210","180","170","170","170","180","200","230","260","240","210","200"
"12411","2020/08/13 11:25","220","220","190","170","150","100","110","160","200","190","180","170","160","150","160","190","240","250","230","200","190"
"12442","2020/08/13 11:25","240","230","200","190","170","150","140","190","220","220","190","170","170","180","180","200","230","260","240","230","200"
"12451","2020/08/13 11:25","270","250","210","200","170","160","160","190","230","220","190","180","170","180","180","200","230","260","250","230","210"
"12512","2020/08/13 11:25","240","230","200","190","170","160","140","180","210","210","180","160","160","160","170","200","230","250","240","210","200"
"12551","2020/08/13 11:25","250","230","200","190","170","150","160","180","220","200","180","170","160","160","170","190","220","250","240","210","190"
"12596","2020/08/13 11:25","250","230","210","210","190","160","160","200","230","210","180","170","170","170","180","200","240","260","260","230","210"
"12626","2020/08/13 11:25","260","240","210","200","180","160","160","210","230","210","170","170","160","170","170","200","240","270","260","230","200"
"12632","2020/08/13 11:25","250","230","200","190","190","160","160","200","220","210","150","160","160","170","170","190","230","260","240","210","200"
"12691","2020/08/13 11:25","220","220","200","190","170","170","170","190","220","200","160","140","150","150","150","180","230","260","230","210","200"
"12746","2020/08/13 11:25","240","240","200","170","170","170","170","200","220","200","180","170","170","170","180","200","250","260","230","200","200"
"15041","2020/08/13 11:25","240","250","180","160","130","110","100","160","180","190","170","160","160","150","150","190","230","240","200","190","180"
"15076","2020/08/13 11:25","250","250","200","180","160","140","130","160","210","210","190","170","170","170","170","190","230","250","230","210","190"
"13061","2020/08/13 11:25","200","210","180","130","100","120","130","180","190","190","160","150","150","170","180","220","220","220","200","190","190"
"13086","2020/08/13 11:25","240","240","190","150","130","120","120","180","200","190","170","150","160","170","180","230","230","230","200","190","200"
