"id","dt","2020100206","2020100209","2020100212","2020100215","2020100218","2020100221","2020100224","2020100303","2020100306","2020100309","2020100312","2020100315","2020100318","2020100321","2020100324","2020100403","2020100406","2020100409","2020100412","2020100415","2020100418","2020100421","2020100424"
"11001","2020/10/02 03:25","130","140","140","130","120","130","130","130","120","150","200","190","160","150","140","130","130","150","180","160","120","120","120"
"11016","2020/10/02 03:25","130","150","170","150","130","140","130","130","140","160","210","190","170","160","150","140","130","150","170","160","130","140","130"
"11046","2020/10/02 03:25","130","160","160","150","130","140","160","150","140","190","190","190","160","160","140","140","120","160","170","160","120","130","140"
"11076","2020/10/02 03:25","130","140","150","140","130","130","130","130","130","160","190","190","160","140","130","110","100","140","170","150","110","100","110"
"11121","2020/10/02 03:25","120","150","160","140","120","120","110","120","130","170","190","190","160","150","130","120","100","140","170","160","100","60","80"
"11151","2020/10/02 03:25","110","150","160","150","130","130","150","130","140","180","210","200","160","150","150","130","120","150","170","160","120","120","140"
"11176","2020/10/02 03:25","120","150","150","140","120","120","120","130","140","180","190","190","160","150","130","120","110","140","170","160","100","80","100"
"11206","2020/10/02 03:25","110","150","160","140","120","120","120","120","120","160","200","200","170","160","140","130","120","140","170","170","120","110","120"
"11276","2020/10/02 03:25","100","130","160","140","120","110","110","110","110","170","200","190","170","160","140","120","100","150","180","170","110","70","100"
"11291","2020/10/02 03:25","120","150","150","140","120","120","130","130","130","170","200","190","170","160","150","130","130","160","180","170","140","130","140"
"11316","2020/10/02 03:25","110","130","150","140","120","110","120","120","120","160","200","190","160","150","140","130","110","170","180","180","110","90","90"
"12011","2020/10/02 03:25","120","140","150","150","120","110","100","120","130","180","200","190","170","150","140","110","100","150","180","170","120","90","100"
"12041","2020/10/02 03:25","100","130","150","150","120","110","120","120","110","160","190","190","160","160","140","130","120","140","180","170","120","90","110"
"12141","2020/10/02 03:25","100","120","150","150","130","120","110","120","120","170","200","190","150","140","130","120","110","150","180","170","130","100","100"
"12181","2020/10/02 03:25","110","130","160","150","120","110","110","110","110","170","200","190","150","140","130","120","110","160","180","160","120","100","110"
"12231","2020/10/02 03:25","100","130","160","150","120","110","90","100","110","160","190","180","150","160","140","120","110","150","180","160","110","80","90"
"12261","2020/10/02 03:25","100","130","150","150","130","110","100","120","120","180","200","190","160","140","140","130","120","160","190","170","110","100","110"
"12266","2020/10/02 03:25","100","130","160","160","120","120","110","100","110","170","190","190","160","150","140","130","120","160","180","170","110","100","100"
"12301","2020/10/02 03:25","100","120","160","160","120","130","120","130","120","180","210","190","160","150","150","140","130","170","180","170","120","110","120"
"12386","2020/10/02 03:25","110","130","160","160","130","110","100","120","120","170","200","180","160","150","150","130","120","140","170","170","100","100","120"
"12396","2020/10/02 03:25","110","140","150","150","120","120","120","120","110","170","200","180","160","140","140","130","110","140","170","160","110","110","120"
"12411","2020/10/02 03:25","90","130","140","150","120","110","100","90","90","160","180","170","150","150","130","120","100","130","150","150","100","90","80"
"12442","2020/10/02 03:25","110","140","150","150","140","130","120","120","120","170","190","180","160","150","150","140","120","150","170","170","150","140","120"
"12451","2020/10/02 03:25","110","140","170","170","140","130","120","120","130","190","200","190","170","160","150","140","130","150","170","170","120","120","100"
"12512","2020/10/02 03:25","100","140","150","150","120","120","100","100","120","180","180","170","160","140","140","110","110","150","150","150","110","110","90"
"12551","2020/10/02 03:25","100","140","160","160","130","120","100","110","130","170","180","170","160","160","160","130","110","140","160","160","110","110","80"
"12596","2020/10/02 03:25","110","140","160","160","140","120","120","110","110","170","180","160","160","160","160","130","120","140","160","170","130","130","100"
"12626","2020/10/02 03:25","110","130","160","160","130","120","100","110","110","170","190","180","160","160","160","130","120","140","160","160","130","130","110"
"12632","2020/10/02 03:25","110","150","160","160","130","110","100","100","110","180","180","160","160","150","140","120","110","150","160","160","110","110","90"
"12691","2020/10/02 03:25","90","130","150","140","120","110","110","110","100","150","170","150","150","150","140","130","120","140","150","150","110","90","90"
"12746","2020/10/02 03:25","90","120","150","150","130","110","100","100","100","130","170","160","140","140","150","120","110","130","150","150","100","100","100"
"15041","2020/10/02 03:25","90","110","140","140","110","90","90","110","100","160","180","170","140","130","120","110","100","150","170","150","90","80","90"
"15076","2020/10/02 03:25","110","130","160","150","130","120","120","110","120","170","200","180","150","150","140","130","120","150","180","170","110","90","110"
"13061","2020/10/02 03:25","120","150","170","150","120","130","140","140","140","180","210","200","170","160","150","140","130","160","190","170","120","110","120"
"13086","2020/10/02 03:25","110","140","160","160","130","130","130","140","140","190","200","190","170","160","140","140","110","160","180","170","120","110","120"
"13121","2020/10/02 03:25","110","150","170","170","130","130","140","140","150","190","210","200","170","160","150","130","120","170","190","180","130","130","120"
"13146","2020/10/02 03:25","130","150","160","160","150","150","150","150","150","180","190","200","180","160","150","140","140","160","180","180","150","150","150"
"13181","2020/10/02 03:25","120","150","160","160","140","140","150","140","150","190","210","200","170","160","150","140","120","160","180","190","150","140","130"
"13261","2020/10/02 03:25","120","150","170","160","130","120","120","130","140","190","210","190","150","140","130","110","100","150","180","190","100","100","120"
"13277","2020/10/02 03:25","120","150","160","150","140","140","130","120","140","160","200","190","160","160","150","130","120","150","180","170","160","140","130"
"13311","2020/10/02 03:25","130","160","180","170","140","140","140","130","150","180","220","200","160","160","150","140","120","170","190","190","130","120","130"
"13321","2020/10/02 03:25","120","150","170","160","130","130","130","130","140","180","200","180","160","150","140","110","90","140","180","170","110","100","130"
"14026","2020/10/02 03:25","120","150","170","160","150","150","150","140","150","180","200","180","160","160","150","130","110","160","180","180","150","150","130"
"14071","2020/10/02 03:25","120","160","180","170","150","140","150","150","150","200","200","170","160","150","140","120","100","160","180","180","120","130","110"
"14101","2020/10/02 03:25","120","160","170","170","140","140","140","140","150","190","190","180","170","160","140","120","110","170","180","180","120","130","120"
"14116","2020/10/02 03:25","130","160","180","180","160","150","140","140","130","180","200","190","170","160","140","120","120","170","190","190","130","140","130"
"14121","2020/10/02 03:25","120","150","170","170","150","150","150","150","150","190","190","180","160","150","130","120","120","160","180","180","130","130","110"
"14136","2020/10/02 03:25","130","160","180","170","150","140","140","140","150","200","200","180","160","160","150","120","120","170","190","190","120","130","120"
"14163","2020/10/02 03:25","140","160","170","190","170","160","160","160","160","180","190","180","180","180","170","150","150","170","180","180","160","160","140"
"14206","2020/10/02 03:25","130","150","160","150","150","150","150","160","160","190","180","180","170","170","140","110","120","170","180","180","130","140","110"
"14286","2020/10/02 03:25","130","140","150","160","140","140","140","140","150","160","160","170","150","150","150","140","130","150","160","160","130","130","120"
"15116","2020/10/02 03:25","120","140","170","150","140","130","130","120","130","190","200","180","150","160","140","110","90","130","170","170","120","110","120"
"15161","2020/10/02 03:25","110","140","170","160","140","130","120","110","120","180","200","180","160","170","150","130","110","140","170","180","130","120","120"
