"id","dt","2020102121","2020102124","2020102203","2020102206","2020102209","2020102212","2020102215","2020102218","2020102221","2020102224","2020102303","2020102306","2020102309","2020102312","2020102315","2020102318","2020102321","2020102324"
"11001","2020/10/21 18:25","80","80","80","90","140","140","140","120","120","120","120","120","130","130","150","120","100","70"
"11016","2020/10/21 18:25","90","90","100","100","150","150","150","140","130","130","130","130","140","130","140","120","100","80"
"11046","2020/10/21 18:25","120","120","120","130","160","160","150","140","150","140","140","130","140","150","160","100","90","70"
"11076","2020/10/21 18:25","50","40","60","60","120","150","150","110","90","80","110","110","130","140","130","100","90","60"
"11121","2020/10/21 18:25","50","60","70","80","130","140","140","110","110","100","110","110","130","130","140","100","90","70"
"11151","2020/10/21 18:25","110","110","120","130","150","160","160","140","140","140","140","140","140","160","160","110","90","80"
"11176","2020/10/21 18:25","70","80","70","80","130","140","140","120","120","120","110","110","130","150","150","110","100","70"
"11206","2020/10/21 18:25","60","70","70","80","110","150","160","110","110","110","110","120","120","140","140","110","100","70"
"11276","2020/10/21 18:25","40","40","50","60","100","140","150","100","100","90","100","100","120","150","150","120","110","90"
"11291","2020/10/21 18:25","60","80","80","70","100","140","160","110","110","110","110","120","130","130","140","120","90","70"
"11316","2020/10/21 18:25","40","50","50","60","90","140","150","100","100","100","100","100","120","140","150","120","110","100"
"12011","2020/10/21 18:25","50","50","60","80","120","150","150","110","100","100","110","100","120","160","160","120","100","80"
"12041","2020/10/21 18:25","50","60","70","70","90","140","150","110","110","100","110","100","120","140","150","120","100","80"
"12141","2020/10/21 18:25","50","50","50","60","100","140","140","110","100","90","100","100","120","150","160","120","90","70"
"12181","2020/10/21 18:25","50","40","60","70","100","150","150","100","90","90","90","100","120","150","160","110","90","80"
"12231","2020/10/21 18:25","30","40","50","60","100","140","150","100","90","80","80","90","120","150","150","110","100","90"
"12261","2020/10/21 18:25","60","60","60","70","120","150","140","110","110","90","80","80","110","140","150","120","90","70"
"12266","2020/10/21 18:25","50","50","50","70","110","150","150","110","90","80","90","100","130","160","160","110","90","80"
"12301","2020/10/21 18:25","70","70","80","90","140","150","150","120","110","110","120","110","120","140","160","120","90","70"
"12386","2020/10/21 18:25","30","40","50","60","120","150","140","100","80","80","90","110","130","170","160","110","90","90"
"12396","2020/10/21 18:25","40","50","50","70","120","150","150","120","90","90","90","90","120","150","160","110","90","80"
"12411","2020/10/21 18:25","20","10","20","50","90","130","130","90","80","80","90","100","110","150","160","90","90","70"
"12442","2020/10/21 18:25","70","60","80","80","120","140","140","120","110","110","110","120","130","160","160","130","100","80"
"12451","2020/10/21 18:25","70","60","80","100","140","150","150","120","120","120","120","140","130","150","160","120","110","80"
"12512","2020/10/21 18:25","60","50","70","80","120","140","140","100","100","90","100","120","120","160","160","110","90","80"
"12551","2020/10/21 18:25","50","50","80","100","130","140","140","110","110","110","110","130","130","150","150","120","110","90"
"12596","2020/10/21 18:25","70","50","80","80","120","150","140","120","110","110","120","120","130","150","150","120","110","90"
"12626","2020/10/21 18:25","60","60","70","80","120","150","140","120","100","100","100","110","130","160","160","120","100","80"
"12632","2020/10/21 18:25","70","70","70","70","110","140","140","110","100","100","100","110","130","150","150","110","100","70"
"12691","2020/10/21 18:25","40","30","50","60","100","140","130","100","90","90","90","100","110","130","140","110","100","70"
"12746","2020/10/21 18:25","30","50","70","50","90","130","130","100","80","80","110","90","110","160","150","100","100","80"
"15041","2020/10/21 18:25","30","30","40","60","110","130","130","90","80","70","90","90","100","130","140","90","70","40"
"15076","2020/10/21 18:25","60","40","60","80","120","150","140","110","90","90","90","110","110","140","150","110","80","60"
"13061","2020/10/21 18:25","70","90","100","110","140","150","150","130","130","120","110","120","130","170","160","120","110","90"
