"id","dt","2020091612","2020091615","2020091618","2020091621","2020091624","2020091703","2020091706","2020091709","2020091712","2020091715","2020091718","2020091721","2020091724","2020091803","2020091806","2020091809","2020091812","2020091815","2020091818","2020091821","2020091824"
"11001","2020/09/16 11:25","210","200","180","190","190","180","180","200","210","210","180","180","180","190","180","200","210","220","180","170","170"
"11016","2020/09/16 11:25","240","230","200","200","200","200","180","200","230","230","200","190","190","190","180","210","210","210","180","180","170"
"11046","2020/09/16 11:25","210","210","190","200","190","180","190","200","230","220","200","200","190","190","180","200","210","210","180","170","170"
"11076","2020/09/16 11:25","220","210","190","170","160","160","150","180","210","210","180","160","170","180","180","190","210","200","170","160","150"
"11121","2020/09/16 11:25","250","230","190","180","170","170","160","190","210","210","190","160","180","180","180","190","200","190","170","150","150"
"11151","2020/09/16 11:25","230","230","200","190","190","180","190","200","230","230","190","190","200","190","180","200","210","200","170","180","170"
"11176","2020/09/16 11:25","240","230","200","190","180","170","160","190","210","220","190","170","180","180","180","190","200","190","160","160","150"
"11206","2020/09/16 11:25","250","240","190","180","170","170","170","180","230","220","180","170","180","200","190","200","200","190","170","170","160"
"11276","2020/09/16 11:25","240","230","180","170","170","160","160","180","210","220","180","170","190","190","180","160","190","180","170","170","180"
"11291","2020/09/16 11:25","230","230","200","170","170","160","170","190","210","210","190","170","180","190","180","190","200","190","180","170","170"
"11316","2020/09/16 11:25","240","230","180","150","150","150","140","180","210","220","180","160","170","170","150","170","200","190","170","170","160"
"12011","2020/09/16 11:25","250","240","190","170","170","160","160","180","220","230","190","170","170","170","180","180","200","190","170","170","170"
"12041","2020/09/16 11:25","230","230","180","170","170","160","160","170","210","220","190","170","190","190","190","170","180","180","160","170","160"
"12141","2020/09/16 11:25","200","210","190","170","160","160","160","170","210","220","200","180","190","190","180","170","180","170","180","160","170"
"12181","2020/09/16 11:25","200","210","190","170","150","150","150","170","220","220","190","180","180","190","180","170","180","170","170","160","170"
"12231","2020/09/16 11:25","220","210","180","150","140","140","130","180","220","220","180","170","170","160","170","190","190","160","160","150","150"
"12261","2020/09/16 11:25","230","220","190","170","160","150","150","170","220","220","200","180","180","190","180","180","190","170","160","150","150"
"12266","2020/09/16 11:25","220","210","180","160","150","150","140","180","220","230","180","160","170","180","180","180","190","170","150","140","150"
"12301","2020/09/16 11:25","240","220","190","180","170","160","150","180","230","230","200","180","190","200","190","190","180","170","160","160","160"
"12386","2020/09/16 11:25","210","210","180","160","150","140","140","180","220","220","190","160","170","180","190","190","190","180","150","140","140"
"12396","2020/09/16 11:25","230","210","180","160","150","140","140","180","230","230","190","170","160","170","170","180","190","180","150","140","140"
"12411","2020/09/16 11:25","220","210","170","140","130","130","120","170","210","210","170","150","150","150","170","170","190","170","140","130","140"
"12442","2020/09/16 11:25","230","210","190","170","170","150","150","190","230","230","200","190","180","180","180","190","200","190","170","160","150"
"12451","2020/09/16 11:25","230","220","180","170","170","150","150","190","240","240","190","180","180","180","180","180","200","190","160","150","150"
"12512","2020/09/16 11:25","230","210","170","150","150","150","140","190","220","220","180","160","160","160","170","190","190","170","150","130","140"
"12551","2020/09/16 11:25","230","200","170","170","160","150","150","180","220","220","180","170","170","170","180","180","190","180","150","140","130"
"12596","2020/09/16 11:25","230","210","170","170","160","150","150","190","230","220","190","180","180","180","180","190","210","190","170","160","150"
"12626","2020/09/16 11:25","210","200","180","180","170","150","160","200","230","220","190","190","180","180","170","190","210","190","170","160","140"
"12632","2020/09/16 11:25","200","190","170","170","160","150","150","200","230","220","190","180","180","170","170","190","200","180","160","140","130"
"12691","2020/09/16 11:25","180","190","170","170","160","160","160","180","210","210","190","180","170","160","160","180","200","180","160","150","140"
"12746","2020/09/16 11:25","200","210","160","140","130","120","120","170","220","220","180","150","160","160","170","170","190","170","150","130","120"
"15041","2020/09/16 11:25","190","210","160","150","140","130","130","170","220","230","170","160","160","160","160","160","160","160","150","140","130"
"15076","2020/09/16 11:25","210","220","180","160","160","150","150","180","230","220","190","170","180","180","170","170","190","170","160","140","150"
"13061","2020/09/16 11:25","250","230","200","180","190","170","160","190","230","240","190","170","180","180","170","190","200","200","160","170","170"
"13086","2020/09/16 11:25","250","240","190","180","180","160","160","200","230","230","190","170","180","180","170","190","200","190","170","170","160"
"13121","2020/09/16 11:25","250","260","190","180","190","160","170","200","250","260","190","180","190","190","180","200","200","180","160","170","180"
"13146","2020/09/16 11:25","220","210","200","200","190","190","180","190","220","220","200","190","190","190","180","200","200","190","170","170","170"
"13181","2020/09/16 11:25","240","230","200","190","190","170","170","190","260","250","200","190","200","190","170","190","210","190","170","170","170"
"13261","2020/09/16 11:25","240","240","180","160","160","150","150","190","230","230","190","170","180","180","160","170","180","170","150","150","150"
"13277","2020/09/16 11:25","250","240","200","190","170","170","160","200","240","230","200","190","190","190","170","190","180","170","160","170","170"
"13311","2020/09/16 11:25","260","260","190","180","160","170","180","220","250","230","190","190","200","190","170","190","190","190","170","170","170"
"13321","2020/09/16 11:25","220","230","190","180","170","160","150","190","220","210","190","180","180","190","160","180","180","170","160","160","150"
"14026","2020/09/16 11:25","240","240","200","190","180","180","180","210","240","230","200","200","200","190","170","170","170","170","180","170","170"
"14071","2020/09/16 11:25","220","230","200","190","180","170","160","210","240","240","200","190","190","180","170","170","170","170","160","150","150"
"14101","2020/09/16 11:25","220","230","190","180","170","160","170","210","240","230","200","190","190","170","170","190","180","170","150","150","150"
"14116","2020/09/16 11:25","270","260","200","200","190","180","190","230","250","240","210","200","200","170","160","180","190","180","170","160","160"
"14121","2020/09/16 11:25","260","250","200","180","180","170","170","220","230","230","200","190","190","180","170","170","170","170","150","150","150"
"14136","2020/09/16 11:25","220","230","190","180","170","170","160","220","240","230","200","190","190","190","180","190","180","170","150","150","150"
"14163","2020/09/16 11:25","250","250","210","200","190","190","190","230","240","240","210","210","210","200","180","170","170","180","180","180","180"
"14206","2020/09/16 11:25","210","220","190","180","170","170","170","220","230","220","200","200","190","190","180","200","180","160","150","150","150"
"14286","2020/09/16 11:25","190","190","180","180","170","180","180","200","210","200","180","180","180","180","170","180","170","160","150","150","160"
"15116","2020/09/16 11:25","210","230","190","170","160","160","160","190","230","230","200","190","180","180","170","180","180","170","160","160","160"
"15161","2020/09/16 11:25","210","220","180","170","160","150","150","190","230","230","190","180","180","170","170","190","190","180","160","150","150"
