"id","dt","2020081518","2020081521","2020081524","2020081603","2020081606","2020081609","2020081612","2020081615","2020081618","2020081621","2020081624","2020081703","2020081706","2020081709","2020081712","2020081715","2020081718","2020081721","2020081724"
"11001","2020/08/15 17:25","170","180","180","180","190","200","210","220","200","180","180","180","200","220","240","240","190","170","160"
"11016","2020/08/15 17:25","200","200","190","180","190","210","220","220","190","190","190","180","190","220","240","230","200","190","180"
"11046","2020/08/15 17:25","180","190","180","180","180","190","200","200","180","180","180","170","180","220","220","230","190","190","180"
"11076","2020/08/15 17:25","170","180","180","170","180","220","240","250","190","170","170","170","180","230","230","230","180","160","160"
"11121","2020/08/15 17:25","190","190","190","170","180","200","220","220","180","180","180","180","180","220","260","240","190","160","160"
"11151","2020/08/15 17:25","190","190","190","180","190","200","220","210","190","190","190","190","180","220","240","230","200","180","180"
"11176","2020/08/15 17:25","200","190","190","180","190","200","210","210","180","180","180","180","190","220","250","240","200","180","180"
"11206","2020/08/15 17:25","220","200","190","180","190","220","240","240","200","180","180","180","210","230","240","240","190","180","170"
"11276","2020/08/15 17:25","210","190","190","180","190","210","230","240","200","170","180","180","200","230","260","270","200","180","160"
"11291","2020/08/15 17:25","220","200","190","190","210","230","240","220","200","190","190","190","210","230","240","260","190","190","170"
"11316","2020/08/15 17:25","220","200","190","190","190","220","230","240","200","180","170","180","200","230","260","270","210","180","160"
"12011","2020/08/15 17:25","210","200","190","180","190","210","230","230","190","170","180","180","200","230","260","270","210","180","170"
"12041","2020/08/15 17:25","210","200","190","190","190","210","230","240","200","170","170","180","200","230","260","270","210","180","160"
"12141","2020/08/15 17:25","230","200","190","190","190","210","230","230","220","180","170","170","180","230","260","270","220","190","160"
"12181","2020/08/15 17:25","230","200","190","190","190","220","230","230","210","180","170","170","180","220","250","250","210","190","160"
"12231","2020/08/15 17:25","220","210","180","190","190","220","230","230","210","180","160","170","190","230","260","260","220","180","150"
"12261","2020/08/15 17:25","220","210","200","190","190","230","240","240","220","190","170","180","190","220","250","260","220","190","170"
"12266","2020/08/15 17:25","200","210","200","190","190","220","230","240","210","180","170","180","190","220","250","260","220","190","170"
"12301","2020/08/15 17:25","230","220","200","180","190","230","240","240","220","180","170","180","200","230","250","260","230","200","170"
"12386","2020/08/15 17:25","230","210","210","190","200","230","250","250","220","180","180","180","190","230","250","260","230","180","160"
"12396","2020/08/15 17:25","220","200","200","180","200","230","250","250","220","190","170","170","190","220","250","250","220","190","170"
