"id","dt","2020101315","2020101318","2020101321","2020101324","2020101403","2020101406","2020101409","2020101412","2020101415","2020101418","2020101421","2020101424","2020101503","2020101506","2020101509","2020101512","2020101515","2020101518","2020101521","2020101524"
"11001","2020/10/13 14:25","120","90","70","60","50","50","100","100","90","60","50","50","50","40","70","90","80","60","60","50"
"11016","2020/10/13 14:25","130","80","80","70","50","60","110","110","90","60","60","50","50","50","70","90","90","60","50","50"
"11046","2020/10/13 14:25","130","60","70","50","50","60","120","100","90","50","40","50","40","50","80","100","80","50","60","60"
"11076","2020/10/13 14:25","130","60","40","40","20","20","100","100","80","40","30","20","30","30","70","70","60","50","40","40"
"11121","2020/10/13 14:25","130","60","50","40","30","20","100","100","80","40","40","40","30","30","60","80","70","40","30","40"
"11151","2020/10/13 14:25","130","60","50","40","50","60","120","100","100","50","50","50","50","50","80","100","90","60","60","70"
"11176","2020/10/13 14:25","130","70","50","40","30","30","100","90","70","40","40","30","30","20","60","70","60","40","40","50"
"11206","2020/10/13 14:25","140","80","50","40","40","40","100","100","90","50","40","30","30","30","60","70","60","40","40","50"
"11276","2020/10/13 14:25","150","60","50","20","10","20","90","110","80","50","40","30","30","30","60","70","70","50","50","40"
"11291","2020/10/13 14:25","140","90","60","40","40","40","110","100","90","60","40","30","40","40","80","80","70","60","50","50"
"11316","2020/10/13 14:25","160","80","50","30","0","0","90","100","90","50","40","40","50","50","80","70","70","50","50","60"
"12011","2020/10/13 14:25","150","80","50","30","20","20","100","100","80","50","50","50","40","40","70","80","70","50","50","50"
"12041","2020/10/13 14:25","150","80","50","40","20","30","90","100","90","50","40","50","50","50","70","80","70","50","50","50"
"12141","2020/10/13 14:25","150","80","60","40","30","30","80","110","90","60","50","40","40","40","60","70","60","50","50","50"
"12181","2020/10/13 14:25","160","80","50","40","30","40","90","110","100","50","40","40","40","40","60","80","60","50","50","50"
"12231","2020/10/13 14:25","150","80","50","30","20","20","90","110","100","50","40","40","40","40","60","70","50","50","50","50"
"12261","2020/10/13 14:25","150","90","60","50","40","40","100","120","100","60","40","40","40","40","70","70","60","50","40","40"
"12266","2020/10/13 14:25","150","80","60","40","40","30","100","120","100","50","40","40","30","30","60","70","60","40","40","40"
"12301","2020/10/13 14:25","160","90","60","50","50","40","90","120","120","60","40","50","50","50","70","70","60","60","50","50"
"12386","2020/10/13 14:25","130","70","40","40","30","10","90","120","120","60","40","50","60","50","70","80","70","60","50","50"
"12396","2020/10/13 14:25","130","90","70","50","40","20","90","120","120","60","50","50","50","40","70","80","70","50","50","60"
"12411","2020/10/13 14:25","120","80","60","30","20","20","80","110","90","40","40","30","40","40","60","50","50","50","50","50"
"12442","2020/10/13 14:25","140","100","80","60","50","40","100","120","120","60","50","50","50","40","70","80","70","60","50","60"
"12451","2020/10/13 14:25","160","100","80","60","50","50","110","130","120","70","50","50","50","40","70","80","70","60","50","50"
"12512","2020/10/13 14:25","140","80","60","40","30","30","100","110","100","40","40","30","30","20","50","70","60","40","40","40"
"12551","2020/10/13 14:25","140","90","60","40","30","20","90","120","100","50","40","40","40","30","60","80","70","50","50","50"
"12596","2020/10/13 14:25","170","110","80","60","60","50","100","120","110","70","50","50","50","50","80","80","80","60","60","60"
"12626","2020/10/13 14:25","150","100","80","70","40","50","90","130","120","70","60","60","60","50","90","80","70","60","60","60"
"12632","2020/10/13 14:25","150","90","70","40","30","20","100","120","110","50","40","40","50","40","70","70","60","50","40","40"
"12691","2020/10/13 14:25","140","100","70","40","20","0","80","120","100","50","40","40","50","50","70","70","60","50","40","50"
"12746","2020/10/13 14:25","160","100","70","40","20","10","90","120","100","40","40","20","30","50","80","70","60","40","30","20"
"15041","2020/10/13 14:25","130","50","30","20","20","40","80","90","80","30","30","30","30","40","60","60","50","40","30","30"
"15076","2020/10/13 14:25","150","80","50","50","40","20","80","110","100","50","50","50","50","50","70","70","60","50","40","40"
"13061","2020/10/13 14:25","150","70","60","40","60","70","120","110","90","60","60","50","50","50","80","100","80","60","60","70"
"13086","2020/10/13 14:25","150","80","60","50","50","50","110","110","90","60","60","60","50","50","80","90","90","70","60","70"
"13121","2020/10/13 14:25","140","80","60","50","50","40","110","110","90","70","60","60","50","60","90","100","100","70","70","70"
"13146","2020/10/13 14:25","140","80","70","60","60","80","120","110","100","60","60","50","50","60","90","100","100","70","70","60"
"13181","2020/10/13 14:25","130","90","70","40","50","50","120","120","90","70","70","60","60","70","90","100","90","70","70","70"
