"id","dt","2020092421","2020092424","2020092503","2020092506","2020092509","2020092512","2020092515","2020092518","2020092521","2020092524","2020092603","2020092606","2020092609","2020092612","2020092615","2020092618","2020092621","2020092624"
"11001","2020/09/24 18:25","120","130","120","110","130","130","130","110","110","120","120","110","120","120","110","100","110","120"
"11016","2020/09/24 18:25","130","130","120","120","130","140","140","120","110","110","110","110","140","130","110","100","110","120"
"11046","2020/09/24 18:25","130","130","120","120","150","160","150","110","110","110","110","110","140","130","120","110","120","120"
"11076","2020/09/24 18:25","130","120","110","110","130","140","140","120","110","120","110","110","120","120","110","120","120","120"
"11121","2020/09/24 18:25","110","110","90","90","120","140","130","110","100","100","100","100","130","120","100","100","100","100"
"11151","2020/09/24 18:25","110","120","100","100","140","170","170","130","110","100","100","110","160","150","140","110","120","120"
"11176","2020/09/24 18:25","110","110","90","90","120","130","130","100","90","90","100","100","120","130","110","100","100","110"
"11206","2020/09/24 18:25","130","120","100","110","130","150","150","110","100","110","100","110","120","120","110","100","110","120"
"11276","2020/09/24 18:25","110","90","70","70","130","150","150","110","90","90","90","110","130","120","110","100","110","110"
"11291","2020/09/24 18:25","140","130","110","110","140","160","140","120","100","110","110","110","120","130","120","120","120","130"
"11316","2020/09/24 18:25","120","90","70","70","130","150","140","110","90","90","100","120","110","120","120","100","110","120"
"12011","2020/09/24 18:25","120","90","60","60","120","150","150","110","100","100","90","110","110","120","130","100","110","120"
"12041","2020/09/24 18:25","110","70","50","50","100","140","150","110","90","80","90","110","110","100","100","110","110","100"
"12141","2020/09/24 18:25","110","80","50","50","100","140","140","110","100","100","100","110","110","110","110","100","110","110"
"12181","2020/09/24 18:25","90","60","50","60","110","140","130","110","90","90","90","100","100","120","110","100","110","110"
"12231","2020/09/24 18:25","90","60","40","40","110","140","130","100","90","90","110","110","100","120","100","100","110","110"
"12261","2020/09/24 18:25","100","70","60","50","110","150","140","100","80","80","90","100","100","120","110","100","100","110"
"12266","2020/09/24 18:25","100","60","40","40","110","150","150","100","90","70","80","100","100","130","120","110","110","110"
"12301","2020/09/24 18:25","100","80","50","30","100","150","150","110","100","80","80","90","100","130","120","100","100","100"
"12386","2020/09/24 18:25","90","70","60","50","110","150","150","110","80","90","90","110","110","130","130","110","110","120"
"12396","2020/09/24 18:25","100","80","60","50","110","160","150","110","90","90","90","100","110","130","130","100","100","110"
"12411","2020/09/24 18:25","90","50","20","30","100","140","130","90","70","60","60","80","100","120","120","100","100","100"
"12442","2020/09/24 18:25","120","100","80","80","120","150","150","120","100","100","100","110","100","130","140","110","120","120"
"12451","2020/09/24 18:25","110","90","80","70","110","160","160","130","100","100","100","110","90","120","130","100","110","110"
"12512","2020/09/24 18:25","80","70","50","50","110","140","150","90","90","90","90","100","70","120","130","100","100","100"
"12551","2020/09/24 18:25","90","80","50","40","110","150","140","100","90","90","90","100","80","130","130","100","100","100"
"12596","2020/09/24 18:25","100","90","60","70","120","150","140","120","100","100","100","100","100","130","140","110","120","110"
"12626","2020/09/24 18:25","100","80","70","70","120","140","130","100","90","100","100","120","110","120","120","100","120","120"
"12632","2020/09/24 18:25","90","60","50","70","120","140","130","90","80","90","90","100","110","130","140","100","110","110"
"12691","2020/09/24 18:25","90","70","60","60","110","120","110","80","80","80","90","100","80","100","100","90","100","100"
"12746","2020/09/24 18:25","80","70","50","70","120","140","130","80","80","80","80","100","100","120","120","110","110","100"
"15041","2020/09/24 18:25","80","60","40","40","100","130","120","90","70","60","90","100","80","100","100","90","90","90"
"15076","2020/09/24 18:25","100","80","60","50","100","140","140","100","90","80","90","100","100","120","120","100","100","100"
"13061","2020/09/24 18:25","110","90","80","80","130","150","140","110","110","100","100","100","120","150","130","100","110","110"
"13086","2020/09/24 18:25","110","90","60","60","110","140","140","110","100","90","90","100","120","140","140","110","110","110"
"13121","2020/09/24 18:25","110","90","60","60","120","150","150","110","100","100","100","110","130","150","140","120","110","120"
"13146","2020/09/24 18:25","140","120","100","100","130","150","140","120","120","110","110","110","130","140","140","120","130","120"
"13181","2020/09/24 18:25","120","110","70","60","120","150","150","120","110","100","110","110","130","160","150","130","120","120"
