"id","dt","2020100621","2020100624","2020100703","2020100706","2020100709","2020100712","2020100715","2020100718","2020100721","2020100724","2020100803","2020100806","2020100809","2020100812","2020100815","2020100818","2020100821","2020100824"
"11001","2020/10/06 18:25","110","90","80","100","130","140","130","100","90","90","90","90","130","120","120","100","90","80"
"11016","2020/10/06 18:25","110","90","80","100","130","150","140","110","90","90","90","100","120","140","130","100","100","90"
"11046","2020/10/06 18:25","90","80","90","110","140","140","130","90","80","80","90","90","130","130","120","90","90","80"
"11076","2020/10/06 18:25","70","70","70","60","130","140","130","90","70","60","60","60","120","130","120","90","70","60"
"11121","2020/10/06 18:25","80","80","70","80","140","150","130","100","90","70","60","60","110","130","130","70","60","30"
"11151","2020/10/06 18:25","70","70","90","100","130","150","140","100","80","80","80","90","120","140","130","100","90","90"
"11176","2020/10/06 18:25","90","80","80","80","130","140","130","100","80","60","60","60","110","130","140","80","70","40"
"11206","2020/10/06 18:25","90","80","80","80","130","160","130","100","90","70","60","60","110","150","140","100","80","70"
"11276","2020/10/06 18:25","80","80","70","60","120","140","140","100","80","60","40","30","110","150","140","100","60","40"
"11291","2020/10/06 18:25","90","80","90","90","140","150","150","110","80","70","70","60","110","150","160","110","90","80"
"11316","2020/10/06 18:25","80","70","60","50","130","150","140","100","80","60","30","20","110","150","150","100","80","60"
"12011","2020/10/06 18:25","100","90","70","70","140","140","140","100","90","70","50","50","110","130","140","90","70","50"
"12041","2020/10/06 18:25","90","80","80","70","120","140","130","100","90","70","60","50","100","150","140","100","70","60"
"12141","2020/10/06 18:25","90","90","80","70","110","140","130","110","90","70","60","50","110","140","120","100","70","60"
"12181","2020/10/06 18:25","100","80","90","90","120","140","130","100","90","60","60","50","110","140","120","90","70","60"
"12231","2020/10/06 18:25","90","80","70","60","120","140","120","100","80","60","40","30","110","140","110","80","70","50"
"12261","2020/10/06 18:25","100","90","90","80","130","150","140","110","80","70","60","60","120","140","120","80","60","60"
"12266","2020/10/06 18:25","100","90","80","70","130","150","140","100","90","60","50","50","120","140","110","80","60","50"
"12301","2020/10/06 18:25","110","100","90","90","130","150","140","110","90","80","70","70","120","150","130","90","70","60"
"12386","2020/10/06 18:25","110","110","90","90","120","160","150","100","80","70","70","70","120","140","120","80","50","40"
"12396","2020/10/06 18:25","110","100","90","80","120","150","150","110","90","80","60","60","100","140","130","90","60","60"
"12411","2020/10/06 18:25","100","70","60","40","100","130","130","100","80","60","30","30","100","130","120","80","60","30"
"12442","2020/10/06 18:25","110","110","90","90","120","140","140","110","90","80","80","70","110","140","120","100","80","80"
"12451","2020/10/06 18:25","100","100","80","90","130","150","150","110","90","80","70","70","100","140","130","90","70","60"
"12512","2020/10/06 18:25","90","80","80","70","120","130","130","90","80","70","60","60","110","130","120","70","60","50"
"12551","2020/10/06 18:25","90","100","80","80","110","140","140","100","80","70","60","50","100","140","130","70","60","50"
"12596","2020/10/06 18:25","100","110","100","90","120","150","150","110","90","70","60","60","110","150","130","100","70","60"
"12626","2020/10/06 18:25","110","100","90","80","120","140","150","110","80","70","60","60","110","140","130","100","60","50"
"12632","2020/10/06 18:25","100","80","60","70","130","140","140","90","70","50","60","50","120","140","120","70","50","30"
"12691","2020/10/06 18:25","90","80","80","70","110","140","130","80","70","60","50","40","110","130","110","80","50","40"
"12746","2020/10/06 18:25","80","80","80","60","110","140","130","80","60","40","40","30","110","130","110","80","30","10"
"15041","2020/10/06 18:25","80","80","60","60","120","130","120","80","60","50","50","30","110","130","100","70","60","40"
"15076","2020/10/06 18:25","100","100","90","100","120","150","140","100","80","70","70","70","120","140","120","90","60","50"
"13061","2020/10/06 18:25","80","70","90","90","130","150","140","100","90","80","60","60","120","150","140","90","80","60"
"13086","2020/10/06 18:25","80","70","80","90","140","140","140","100","90","80","60","50","110","150","140","90","80","70"
