"id","dt","2020082818","2020082821","2020082824","2020082903","2020082906","2020082909","2020082912","2020082915","2020082918","2020082921","2020082924","2020083003","2020083006","2020083009","2020083012","2020083015","2020083018","2020083021","2020083024"
"11001","2020/08/28 16:25","220","220","210","180","170","170","160","150","150","130","120","130","120","120","130","130","120","120","120"
"11016","2020/08/28 16:25","230","230","220","190","180","170","170","160","150","140","130","130","130","130","150","140","120","120","130"
"11046","2020/08/28 16:25","220","220","220","200","170","170","170","160","150","140","130","130","120","140","150","140","130","120","130"
"11076","2020/08/28 16:25","220","220","220","180","170","170","170","160","140","130","120","120","110","120","130","130","120","120","120"
"11121","2020/08/28 16:25","220","230","220","210","160","160","170","150","140","130","120","120","110","120","140","130","110","100","110"
"11151","2020/08/28 16:25","220","220","220","200","170","160","180","180","160","140","130","130","130","160","170","170","150","130","120"
"11176","2020/08/28 16:25","230","230","220","210","170","170","170","160","140","130","120","120","110","120","150","140","120","110","120"
"11206","2020/08/28 16:25","250","230","220","200","170","180","170","160","140","130","120","120","120","120","140","130","110","110","110"
"11276","2020/08/28 16:25","230","220","220","210","160","170","180","170","140","140","130","110","120","120","150","150","120","110","100"
"11291","2020/08/28 16:25","210","230","230","210","190","180","190","180","150","140","140","130","130","140","150","150","120","120","130"
"11316","2020/08/28 16:25","220","230","220","230","160","180","170","160","140","140","130","130","120","120","150","150","110","120","120"
"12011","2020/08/28 16:25","230","220","220","220","180","170","190","170","140","150","130","130","130","120","150","150","120","120","120"
"12041","2020/08/28 16:25","240","220","220","210","170","170","170","160","140","130","130","110","120","110","120","130","100","110","120"
"12141","2020/08/28 16:25","250","220","220","220","210","180","180","180","150","130","140","130","130","120","130","140","120","110","120"
"12181","2020/08/28 16:25","250","210","200","210","220","190","180","180","140","130","130","120","130","120","130","140","120","100","110"
"12231","2020/08/28 16:25","250","210","210","210","220","180","170","170","140","130","140","130","140","120","120","130","110","110","110"
"12261","2020/08/28 16:25","260","220","220","210","220","190","170","170","140","130","130","120","120","110","110","130","120","100","110"
"12266","2020/08/28 16:25","260","220","210","210","220","200","180","180","150","140","130","130","130","120","120","130","120","110","110"
"12301","2020/08/28 16:25","260","220","210","220","220","240","180","190","150","130","120","130","120","110","120","140","120","100","100"
"12386","2020/08/28 16:25","250","210","190","200","210","250","200","190","160","140","140","130","130","120","130","140","130","120","130"
"12396","2020/08/28 16:25","260","230","200","200","210","250","200","190","150","140","130","120","130","120","130","140","130","120","120"
"12411","2020/08/28 16:25","250","220","200","190","210","230","190","170","140","130","120","110","110","100","120","110","100","110","100"
"12442","2020/08/28 16:25","270","240","230","220","220","260","210","200","170","150","130","140","140","120","130","140","130","140","130"
"12451","2020/08/28 16:25","270","230","230","220","230","270","230","210","190","170","160","160","140","110","130","130","120","110","120"
