"id","dt","2020102509","2020102512","2020102515","2020102518","2020102521","2020102524","2020102603","2020102606","2020102609","2020102612","2020102615","2020102618","2020102621","2020102624","2020102703","2020102706","2020102709","2020102712","2020102715","2020102718","2020102721","2020102724"
"11001","2020/10/25 07:25","80","90","80","70","80","80","80","70","90","90","90","70","70","70","60","50","80","100","90","70","70","70"
"11016","2020/10/25 07:25","90","90","70","90","80","80","80","80","90","100","90","80","70","70","70","60","90","90","90","80","80","80"
"11046","2020/10/25 07:25","80","80","70","70","70","70","70","70","100","90","90","60","60","50","60","60","100","110","90","70","70","70"
"11076","2020/10/25 07:25","80","100","70","50","50","60","60","50","80","90","80","50","50","40","30","10","80","100","80","50","50","40"
"11121","2020/10/25 07:25","90","90","70","50","50","60","50","40","70","80","90","40","30","20","0","0","60","90","90","40","20","20"
"11151","2020/10/25 07:25","90","90","80","80","80","80","80","70","90","110","90","70","60","60","50","50","90","110","90","70","70","70"
"11176","2020/10/25 07:25","90","80","70","50","60","60","60","40","90","80","80","60","50","30","10","10","70","100","90","50","40","30"
"11206","2020/10/25 07:25","70","90","80","50","60","60","60","50","70","90","90","50","40","40","30","20","70","90","90","60","50","40"
"11276","2020/10/25 07:25","80","90","80","40","40","20","30","30","90","80","80","40","20","0","0","0","50","100","90","40","20","0"
"11291","2020/10/25 07:25","80","90","90","60","60","60","70","70","100","90","90","70","60","50","50","40","80","90","90","70","60","50"
"11316","2020/10/25 07:25","70","90","90","50","50","50","30","20","80","80","80","50","40","10","0","0","60","100","90","60","30","0"
"12011","2020/10/25 07:25","80","90","80","60","60","50","40","20","90","100","90","60","40","20","10","0","50","100","90","60","40","20"
"12041","2020/10/25 07:25","70","90","90","50","50","60","40","40","80","110","100","60","50","40","20","10","50","80","90","60","40","20"
"12141","2020/10/25 07:25","60","80","80","50","60","60","40","30","60","90","80","60","50","50","40","30","60","80","80","50","40","20"
"12181","2020/10/25 07:25","70","90","80","50","50","50","40","20","80","100","80","50","50","50","40","30","60","80","80","50","40","20"
"12231","2020/10/25 07:25","80","80","80","50","60","50","40","30","70","100","90","50","50","40","30","10","50","80","80","40","30","10"
"12261","2020/10/25 07:25","80","90","80","60","50","60","50","40","80","120","100","60","50","50","40","30","50","80","80","40","40","20"
"12266","2020/10/25 07:25","70","70","70","50","50","60","40","40","80","100","100","60","50","40","30","20","60","80","80","40","30","20"
"12301","2020/10/25 07:25","80","80","70","60","50","60","60","50","80","110","110","70","60","50","40","40","60","80","90","50","40","20"
"12386","2020/10/25 07:25","70","90","80","70","50","60","60","70","100","110","100","60","40","50","40","30","60","100","100","30","20","10"
"12396","2020/10/25 07:25","80","80","70","60","60","50","40","40","80","110","110","60","50","50","40","40","60","80","80","40","40","30"
"12411","2020/10/25 07:25","50","60","60","40","50","40","40","40","60","90","90","50","30","30","20","20","60","90","90","40","20","0"
"12442","2020/10/25 07:25","80","90","80","70","60","60","60","60","90","110","110","80","70","60","60","50","80","90","90","80","60","50"
"12451","2020/10/25 07:25","80","80","80","60","60","60","50","50","90","110","110","70","60","50","40","50","70","90","100","50","40","40"
"12512","2020/10/25 07:25","60","70","70","50","50","40","30","40","80","100","100","60","50","40","40","40","80","90","90","40","30","20"
"12551","2020/10/25 07:25","60","80","80","60","50","50","40","30","70","100","100","60","50","40","30","30","70","100","100","40","40","30"
"12596","2020/10/25 07:25","80","90","80","70","70","50","50","50","80","90","100","80","60","50","40","40","60","100","100","70","50","50"
"12626","2020/10/25 07:25","90","100","100","70","60","60","50","40","70","100","100","70","50","40","30","30","50","90","90","60","50","50"
"12632","2020/10/25 07:25","70","80","90","50","60","50","50","40","80","90","90","60","30","10","0","20","60","90","100","50","30","20"
"12691","2020/10/25 07:25","90","80","80","60","50","50","50","40","80","90","80","60","20","20","10","10","60","80","80","50","20","10"
"12746","2020/10/25 07:25","60","70","70","50","40","50","40","30","50","90","100","50","0","0","0","0","40","90","100","30","20","10"
"15041","2020/10/25 07:25","60","80","70","30","40","50","30","40","80","110","90","40","30","30","20","10","50","80","80","30","20","0"
"15076","2020/10/25 07:25","70","80","70","60","60","60","50","60","80","110","100","60","40","50","50","40","50","90","100","40","30","20"
"13061","2020/10/25 07:25","80","100","80","70","60","60","70","80","100","110","100","60","40","40","20","30","90","120","110","60","50","50"
"13086","2020/10/25 07:25","90","100","80","60","70","60","60","80","100","110","100","60","50","40","30","20","80","110","100","60","50","40"
"13121","2020/10/25 07:25","90","100","90","60","80","70","70","80","100","110","110","70","60","50","40","30","90","110","110","70","50","50"
"13146","2020/10/25 07:25","80","100","90","60","70","80","80","70","90","110","100","70","80","70","80","70","100","120","110","80","90","80"
"13181","2020/10/25 07:25","90","100","90","60","70","80","80","90","100","120","110","70","70","60","50","30","80","110","100","80","60","50"
"13261","2020/10/25 07:25","90","90","80","50","60","60","60","80","100","120","120","70","60","40","40","50","80","110","110","50","30","30"
"13277","2020/10/25 07:25","90","100","90","70","70","80","80","90","100","110","100","70","80","70","70","60","80","100","100","80","70","60"
"13311","2020/10/25 07:25","90","90","90","60","70","80","70","80","100","100","100","60","70","80","60","70","100","110","110","70","70","70"
"13321","2020/10/25 07:25","70","90","80","60","50","70","70","80","100","100","100","60","60","50","50","60","80","110","110","50","40","30"
"14026","2020/10/25 07:25","90","90","100","80","80","80","70","60","80","110","110","70","70","60","50","40","90","110","110","80","50","40"
"14071","2020/10/25 07:25","70","90","100","80","80","80","70","70","100","110","100","70","70","60","50","50","100","110","110","70","50","40"
"14101","2020/10/25 07:25","80","100","100","70","70","70","70","70","90","120","110","90","70","50","40","40","80","110","110","80","60","40"
"14116","2020/10/25 07:25","90","120","100","70","70","70","70","60","100","130","120","80","70","70","60","60","110","130","120","80","70","60"
"14121","2020/10/25 07:25","90","110","100","70","70","70","70","70","90","120","110","80","70","60","60","50","100","110","110","80","70","60"
