"id","dt","2020090121","2020090124","2020090203","2020090206","2020090209","2020090212","2020090215","2020090218","2020090221","2020090224","2020090303","2020090306","2020090309","2020090312","2020090315","2020090318","2020090321","2020090324"
"11001","2020/09/01 19:25","160","160","160","160","200","210","210","180","160","170","170","180","230","240","230","210","200","210"
"11016","2020/09/01 19:25","180","170","170","170","210","240","230","210","190","180","180","190","230","250","230","210","210","210"
"11046","2020/09/01 19:25","180","180","190","190","220","240","230","200","200","190","190","200","240","250","240","220","220","220"
"11076","2020/09/01 19:25","160","150","140","150","210","230","230","190","170","160","170","180","230","250","240","210","210","190"
"11121","2020/09/01 19:25","150","150","130","150","200","230","230","200","180","170","160","180","240","260","250","210","200","190"
"11151","2020/09/01 19:25","180","180","170","180","220","250","250","210","190","190","180","200","240","260","250","220","210","200"
"11176","2020/09/01 19:25","160","160","140","150","210","230","240","210","180","180","170","180","250","280","270","230","220","200"
"11206","2020/09/01 19:25","170","150","150","160","220","250","250","200","180","180","170","180","240","250","240","230","220","200"
"11276","2020/09/01 19:25","160","140","120","140","210","240","250","200","190","180","160","180","250","290","280","240","210","200"
"11291","2020/09/01 19:25","170","160","150","160","210","230","220","200","190","190","170","180","230","250","240","240","230","210"
"11316","2020/09/01 19:25","150","140","130","130","210","250","240","200","180","170","150","160","240","280","260","240","220","200"
"12011","2020/09/01 19:25","160","140","130","140","210","250","250","220","200","180","160","180","240","280","270","230","220","190"
"12041","2020/09/01 19:25","150","150","140","150","190","240","240","210","200","180","170","180","240","280","270","240","210","210"
"12141","2020/09/01 19:25","160","140","130","130","190","250","250","220","190","170","160","160","230","280","270","240","220","210"
"12181","2020/09/01 19:25","160","140","120","130","190","250","250","210","190","170","160","170","230","270","280","240","230","200"
"12231","2020/09/01 19:25","150","120","110","110","200","250","240","210","180","160","150","150","240","280","280","230","210","180"
"12261","2020/09/01 19:25","150","130","120","130","200","240","240","210","190","170","160","160","220","260","270","240","230","210"
"12266","2020/09/01 19:25","150","140","130","130","200","240","240","210","190","170","160","170","240","260","280","230","220","190"
"12301","2020/09/01 19:25","150","130","130","140","210","250","250","210","200","180","180","180","230","270","270","250","230","210"
"12386","2020/09/01 19:25","140","130","120","130","200","240","250","200","170","160","140","160","230","260","270","230","210","200"
"12396","2020/09/01 19:25","140","120","120","130","200","250","250","210","180","160","150","170","220","260","270","230","220","200"
"12411","2020/09/01 19:25","130","120","110","120","190","240","240","200","180","160","140","140","210","250","260","220","210","190"
"12442","2020/09/01 19:25","160","150","140","140","200","240","250","210","200","180","170","180","220","260","270","240","250","230"
"12451","2020/09/01 19:25","140","140","140","150","210","260","260","210","190","180","170","180","220","250","270","230","230","220"
"12512","2020/09/01 19:25","120","140","130","140","210","250","250","200","180","170","160","200","220","260","270","230","210","200"
"12551","2020/09/01 19:25","140","140","130","140","200","240","240","200","180","170","160","190","210","250","250","230","220","210"
"12596","2020/09/01 19:25","150","150","140","150","210","250","250","200","190","180","170","200","240","260","270","240","240","230"
"12626","2020/09/01 19:25","150","140","130","150","200","240","240","200","200","190","170","190","230","260","250","240","230","220"
"12632","2020/09/01 19:25","150","130","120","140","200","240","230","190","190","170","160","200","230","250","250","220","220","220"
"12691","2020/09/01 19:25","130","140","130","140","180","210","220","190","180","180","180","200","210","220","230","210","210","210"
"12746","2020/09/01 19:25","130","130","120","130","180","230","230","180","160","140","140","160","210","240","250","230","220","220"
"15041","2020/09/01 19:25","130","120","110","110","200","250","250","190","170","150","130","140","220","250","260","210","200","190"
"15076","2020/09/01 19:25","140","140","130","120","190","240","240","210","180","170","160","170","220","250","270","230","210","200"
"13061","2020/09/01 19:25","160","160","140","150","220","250","250","210","180","170","160","190","250","280","270","220","200","190"
"13086","2020/09/01 19:25","160","150","140","150","220","250","260","220","190","170","160","180","250","280","270","230","220","210"
"13121","2020/09/01 19:25","170","150","150","160","220","270","270","220","200","180","180","200","260","280","270","240","210","210"
"13146","2020/09/01 19:25","180","170","170","170","220","260","250","210","200","190","180","190","240","260","250","220","220","220"
"13181","2020/09/01 19:25","170","160","150","150","220","270","270","230","210","190","190","200","250","280","280","240","230","220"
"13261","2020/09/01 19:25","140","140","130","140","210","250","250","210","180","170","160","190","250","280","280","230","220","210"
"13277","2020/09/01 19:25","160","160","150","160","220","260","260","230","200","190","180","200","250","280","280","240","230","230"
"13311","2020/09/01 19:25","160","170","160","180","250","260","270","220","200","200","200","220","270","280","290","250","240","240"
"13321","2020/09/01 19:25","150","140","140","140","210","250","250","200","180","170","150","190","240","270","280","240","220","220"
