"id","dt","2020091518","2020091521","2020091524","2020091603","2020091606","2020091609","2020091612","2020091615","2020091618","2020091621","2020091624","2020091703","2020091706","2020091709","2020091712","2020091715","2020091718","2020091721","2020091724"
"11001","2020/09/15 16:25","170","170","160","160","160","180","220","220","190","190","190","190","180","210","190","190","180","180","180"
"11016","2020/09/15 16:25","180","170","170","170","170","190","230","230","200","210","200","190","190","210","200","210","190","200","190"
"11046","2020/09/15 16:25","190","180","180","170","170","210","240","220","200","190","190","190","180","190","230","230","190","190","180"
"11076","2020/09/15 16:25","170","160","140","140","160","190","220","220","190","190","180","170","170","210","190","180","180","170","160"
"11121","2020/09/15 16:25","170","150","150","150","150","190","220","210","190","180","190","180","170","200","200","190","180","160","150"
"11151","2020/09/15 16:25","170","160","180","170","170","210","230","230","190","190","190","190","170","190","230","230","190","190","190"
"11176","2020/09/15 16:25","180","150","160","150","150","200","230","220","190","180","190","180","170","210","190","190","170","170","170"
"11206","2020/09/15 16:25","160","150","150","150","160","200","230","240","200","180","170","170","170","220","200","190","180","170","170"
"11276","2020/09/15 16:25","180","150","160","140","150","190","230","230","190","180","170","170","160","220","200","200","180","160","170"
"11291","2020/09/15 16:25","170","160","150","150","160","200","230","240","200","180","180","170","170","200","210","200","190","170","170"
"11316","2020/09/15 16:25","170","140","140","140","150","190","240","230","190","160","150","150","140","200","220","210","180","160","150"
"12011","2020/09/15 16:25","190","170","160","150","160","210","230","240","190","170","180","170","170","200","200","210","190","170","160"
"12041","2020/09/15 16:25","180","170","160","140","150","190","230","230","190","180","180","170","160","190","200","200","180","170","170"
"12141","2020/09/15 16:25","180","160","150","140","150","190","220","220","190","170","170","160","150","180","210","200","190","180","180"
"12181","2020/09/15 16:25","180","160","140","130","140","190","220","220","190","170","160","150","140","180","210","210","190","180","170"
"12231","2020/09/15 16:25","170","160","140","130","140","180","220","220","180","160","150","150","150","180","210","210","180","160","160"
"12261","2020/09/15 16:25","180","160","150","130","140","200","230","220","190","170","160","160","150","170","200","210","190","180","180"
"12266","2020/09/15 16:25","170","150","150","140","140","190","220","220","180","160","150","150","150","170","210","210","180","170","160"
"12301","2020/09/15 16:25","170","150","150","140","160","200","220","220","190","180","170","160","160","170","200","210","190","190","190"
