"id","dt","2020100912","2020100915","2020100918","2020100921","2020100924","2020101003","2020101006","2020101009","2020101012","2020101015","2020101018","2020101021","2020101024","2020101103","2020101106","2020101109","2020101112","2020101115","2020101118","2020101121","2020101124"
"11001","2020/10/09 11:25","110","110","90","80","60","70","70","110","120","120","110","120","100","90","90","140","160","160","130","120","120"
"11016","2020/10/09 11:25","120","120","90","90","80","70","70","110","130","120","110","110","100","100","100","140","160","160","140","120","110"
"11046","2020/10/09 11:25","140","130","80","80","70","70","80","130","120","130","90","110","110","110","110","160","170","180","120","130","130"
"11076","2020/10/09 11:25","130","130","70","50","40","30","40","110","130","130","100","100","80","70","60","130","150","150","120","110","100"
"11121","2020/10/09 11:25","120","120","70","60","50","30","30","110","110","120","90","80","50","20","10","110","150","150","90","80","50"
"11151","2020/10/09 11:25","130","130","80","60","60","70","90","120","120","120","90","100","100","100","120","160","180","170","120","130","140"
"11176","2020/10/09 11:25","110","110","70","60","50","40","40","100","110","110","100","80","60","50","30","120","150","150","100","90","90"
"11206","2020/10/09 11:25","130","130","80","60","50","40","50","100","130","140","100","90","80","70","80","120","150","150","110","110","100"
"11276","2020/10/09 11:25","120","120","70","50","40","30","20","80","130","130","90","80","50","40","30","90","150","150","100","70","50"
"11291","2020/10/09 11:25","150","130","80","60","60","50","50","90","140","140","110","100","80","70","80","130","150","150","120","120","110"
"11316","2020/10/09 11:25","140","130","70","40","30","20","20","70","140","140","90","70","40","30","30","90","150","150","100","70","60"
"12011","2020/10/09 11:25","130","130","80","60","40","20","30","90","130","130","100","80","60","40","50","110","150","150","100","80","60"
"12041","2020/10/09 11:25","110","110","80","60","40","30","20","70","130","130","90","70","40","30","30","90","150","160","100","70","60"
"12141","2020/10/09 11:25","120","120","80","60","50","30","30","60","110","130","100","70","40","20","20","90","120","130","100","80","50"
"12181","2020/10/09 11:25","100","110","70","50","50","30","20","70","120","130","90","80","40","10","10","90","130","140","100","80","50"
"12231","2020/10/09 11:25","100","100","70","40","20","0","0","70","140","130","90","60","30","10","10","90","130","130","90","60","40"
"12261","2020/10/09 11:25","130","120","80","60","50","40","20","70","130","140","100","70","40","20","0","90","130","130","90","80","70"
"12266","2020/10/09 11:25","130","120","80","60","40","30","20","90","140","140","90","70","50","30","30","110","140","140","90","80","60"
"12301","2020/10/09 11:25","120","120","80","50","50","30","30","70","130","140","100","70","50","30","10","80","140","140","110","90","70"
"12386","2020/10/09 11:25","140","130","80","40","50","30","20","80","150","150","80","60","20","20","20","90","160","160","90","80","50"
"12396","2020/10/09 11:25","120","120","90","60","50","30","20","80","140","140","100","80","50","30","30","90","140","150","110","90","70"
"12411","2020/10/09 11:25","110","110","70","40","20","0","0","70","130","130","90","50","30","20","20","80","130","140","90","80","60"
"12442","2020/10/09 11:25","140","130","100","80","60","50","40","80","150","150","100","70","50","40","40","100","150","160","130","120","100"
"12451","2020/10/09 11:25","140","140","100","70","50","40","40","100","150","160","110","80","60","40","40","90","140","150","120","110","100"
"12512","2020/10/09 11:25","130","120","70","50","30","30","40","110","140","140","70","50","40","30","30","110","150","150","100","100","90"
"12551","2020/10/09 11:25","130","130","80","40","30","20","20","100","140","140","80","60","40","20","20","100","150","150","110","100","80"
"12596","2020/10/09 11:25","130","130","90","60","40","40","30","100","140","140","90","80","60","40","50","120","150","160","110","110","100"
"12626","2020/10/09 11:25","120","130","90","70","50","40","30","80","140","140","100","80","70","50","60","120","140","150","110","110","110"
"12632","2020/10/09 11:25","120","130","70","40","30","40","50","110","130","140","80","70","60","50","60","120","150","150","100","110","100"
"12691","2020/10/09 11:25","120","120","70","40","20","20","30","90","130","120","70","70","60","50","50","100","130","120","90","100","100"
"12746","2020/10/09 11:25","130","130","70","40","30","30","30","90","140","140","70","60","60","60","60","100","140","130","100","90","90"
"15041","2020/10/09 11:25","120","100","50","40","20","10","0","60","120","130","60","50","20","0","0","70","130","140","70","60","50"
"15076","2020/10/09 11:25","110","110","80","50","50","30","30","80","140","140","90","70","40","20","0","80","150","150","100","90","60"
"13061","2020/10/09 11:25","110","120","70","50","50","50","30","100","120","120","80","80","70","70","50","130","170","160","100","100","100"
