"id","dt","2020102809","2020102812","2020102815","2020102818","2020102821","2020102824","2020102903","2020102906","2020102909","2020102912","2020102915","2020102918","2020102921","2020102924","2020103003","2020103006","2020103009","2020103012","2020103015","2020103018","2020103021","2020103024"
"11001","2020/10/28 08:25","80","100","100","80","80","90","70","80","90","100","90","70","50","50","50","40","80","90","70","70","70","60"
"11016","2020/10/28 08:25","80","110","100","90","80","80","80","80","110","110","100","70","60","50","50","50","80","90","80","70","70","60"
"11046","2020/10/28 08:25","130","120","110","90","100","90","100","80","100","90","90","70","60","50","40","40","90","90","80","60","60","60"
"11076","2020/10/28 08:25","80","100","110","70","70","70","50","70","80","110","90","50","40","30","30","10","70","90","70","60","60","50"
"11121","2020/10/28 08:25","70","120","110","70","60","60","50","60","90","110","100","60","30","10","0","0","60","90","70","40","40","10"
"11151","2020/10/28 08:25","100","120","110","80","80","80","90","80","100","110","100","70","50","50","30","20","90","100","80","70","60","60"
"11176","2020/10/28 08:25","80","130","110","80","70","70","60","80","90","100","90","60","50","30","30","10","70","90","70","50","50","30"
"11206","2020/10/28 08:25","70","110","110","70","70","70","50","80","80","110","100","60","40","30","40","30","60","90","80","50","50","50"
"11276","2020/10/28 08:25","50","110","100","60","50","40","60","60","80","110","100","50","40","20","20","0","50","90","80","40","70","50"
"11291","2020/10/28 08:25","70","100","110","70","70","60","60","80","90","110","110","60","50","40","40","30","80","100","100","50","60","60"
"11316","2020/10/28 08:25","20","100","100","60","40","30","50","50","70","100","110","50","40","10","20","0","50","90","80","50","70","60"
"12011","2020/10/28 08:25","60","120","110","70","50","40","50","60","90","120","110","60","50","30","30","10","50","90","80","60","60","30"
"12041","2020/10/28 08:25","40","80","90","60","50","50","40","60","80","110","100","50","50","50","50","30","50","90","90","50","70","50"
"12141","2020/10/28 08:25","30","70","80","60","40","30","40","60","80","100","110","50","50","50","40","30","40","80","80","50","70","60"
"12181","2020/10/28 08:25","30","80","90","50","50","40","50","60","90","110","100","50","50","40","40","40","50","80","80","50","60","60"
"12231","2020/10/28 08:25","30","90","100","40","30","20","40","40","80","110","100","40","40","50","50","30","50","80","80","50","60","60"
"12261","2020/10/28 08:25","30","90","100","50","40","40","30","60","90","120","90","50","50","50","40","50","70","80","80","50","60","60"
"12266","2020/10/28 08:25","60","100","90","60","40","30","40","50","80","100","90","50","40","40","30","40","60","80","70","40","50","50"
"12301","2020/10/28 08:25","40","100","110","50","50","50","70","80","100","110","90","60","50","50","40","60","80","80","90","50","60","60"
"12386","2020/10/28 08:25","50","110","110","50","30","30","60","70","80","120","100","50","40","40","10","20","50","90","80","40","60","70"
"12396","2020/10/28 08:25","50","100","110","60","40","40","40","70","90","110","90","60","40","40","20","20","50","80","80","40","50","50"
"12411","2020/10/28 08:25","50","90","90","40","40","40","40","40","60","90","80","40","30","30","10","20","50","70","70","40","30","40"
"12442","2020/10/28 08:25","60","110","110","80","60","50","60","60","90","110","90","60","60","50","40","30","60","90","90","70","50","60"
"12451","2020/10/28 08:25","50","120","120","70","70","60","80","80","90","120","100","60","50","50","30","40","70","80","90","50","40","50"
"12512","2020/10/28 08:25","70","110","110","50","50","50","60","70","90","100","90","40","30","30","20","40","70","80","70","30","40","40"
"12551","2020/10/28 08:25","60","120","110","60","50","50","70","70","80","120","90","50","30","30","30","30","60","90","80","30","40","50"
"12596","2020/10/28 08:25","50","110","120","80","70","70","70","60","90","120","100","60","40","40","40","40","60","90","80","50","60","60"
"12626","2020/10/28 08:25","40","110","110","70","50","40","70","70","100","120","100","60","50","40","30","30","50","80","90","50","50","60"
"12632","2020/10/28 08:25","50","110","110","60","60","60","60","50","90","110","100","40","30","20","20","10","60","90","80","40","40","50"
"12691","2020/10/28 08:25","30","110","110","60","50","50","40","60","80","110","100","40","30","30","30","20","60","80","70","40","40","60"
