"Date","Time","WBGT","Tg"
"2020/8/1","1:00","23.5","23.5"
"2020/8/1","2:00","23.2","23.5"
"2020/8/1","3:00","22.8","23.1"
"2020/8/1","4:00","21.9","22.0"
"2020/8/1","5:00","21.8","21.6"
"2020/8/1","6:00","22.4","22.8"
"2020/8/1","7:00","24.2","28.7"
"2020/8/1","8:00","27.0","39.4"
"2020/8/1","9:00","27.6","42.6"
"2020/8/1","10:00","26.6","35.2"
"2020/8/1","11:00","26.5","34.3"
"2020/8/1","12:00","29.6","47.5"
"2020/8/1","13:00","29.3","48.1"
"2020/8/1","14:00","28.1","42.8"
"2020/8/1","15:00","26.4","37.0"
"2020/8/1","16:00","25.4","31.5"
"2020/8/1","17:00","24.1","29.1"
"2020/8/1","18:00","23.4","26.6"
"2020/8/1","19:00","23.0","24.7"
"2020/8/1","20:00","22.5","23.5"
"2020/8/1","21:00","22.6","23.8"
"2020/8/1","22:00","22.9","23.9"
"2020/8/1","23:00","22.6","23.4"
"2020/8/1","24:00","22.7","23.8"
"2020/8/2","1:00","22.5","23.3"
"2020/8/2","2:00","22.4","22.9"
"2020/8/2","3:00","22.1","22.4"
"2020/8/2","4:00","21.5","20.9"
"2020/8/2","5:00","21.7","21.1"
"2020/8/2","6:00","22.6","23.9"
"2020/8/2","7:00","25.9","34.5"
"2020/8/2","8:00","24.9","34.7"
"2020/8/2","9:00","25.6","36.1"
"2020/8/2","10:00","26.0","36.7"
"2020/8/2","11:00","26.9","40.1"
"2020/8/2","12:00","27.8","43.9"
"2020/8/2","13:00","27.7","46.0"
"2020/8/2","14:00","26.5","35.5"
"2020/8/2","15:00","27.6","44.0"
"2020/8/2","16:00","27.1","41.3"
"2020/8/2","17:00","26.0","32.9"
"2020/8/2","18:00","24.7","28.4"
"2020/8/2","19:00","24.2","25.3"
"2020/8/2","20:00","23.8","24.3"
"2020/8/2","21:00","23.4","23.4"
"2020/8/2","22:00","22.8","23.2"
"2020/8/2","23:00","22.8","22.7"
"2020/8/2","24:00","22.8","22.6"
"2020/8/3","1:00","22.3","21.9"
"2020/8/3","2:00","22.1","22.0"
"2020/8/3","3:00","21.7","21.0"
"2020/8/3","4:00","21.6","21.0"
"2020/8/3","5:00","22.0","21.4"
"2020/8/3","6:00","23.4","25.9"
"2020/8/3","7:00","24.8","31.7"
"2020/8/3","8:00","26.4","36.9"
"2020/8/3","9:00","28.6","46.3"
"2020/8/3","10:00","27.9","41.9"
"2020/8/3","11:00","27.2","35.3"
"2020/8/3","12:00","29.4","48.2"
"2020/8/3","13:00","29.5","47.4"
"2020/8/3","14:00","29.4","47.7"
"2020/8/3","15:00","28.8","45.7"
"2020/8/3","16:00","28.0","42.3"
"2020/8/3","17:00","25.9","32.9"
"2020/8/3","18:00","25.3","29.6"
"2020/8/3","19:00","24.1","26.1"
"2020/8/3","20:00","23.8","25.7"
"2020/8/3","21:00","23.4","24.7"
"2020/8/3","22:00","24.1","24.4"
"2020/8/3","23:00","24.5","24.9"
"2020/8/3","24:00","24.4","24.3"
"2020/8/4","1:00","23.9","23.8"
"2020/8/4","2:00","23.8","23.5"
"2020/8/4","3:00","23.7","23.3"
"2020/8/4","4:00","23.7","23.1"
"2020/8/4","5:00","23.8","23.2"
"2020/8/4","6:00","25.0","26.6"
"2020/8/4","7:00","25.8","30.4"
"2020/8/4","8:00","26.6","34.1"
"2020/8/4","9:00","27.9","39.5"
"2020/8/4","10:00","27.8","37.9"
"2020/8/4","11:00","31.9","49.3"
"2020/8/4","12:00","31.4","48.8"
"2020/8/4","13:00","31.2","48.7"
"2020/8/4","14:00","30.7","48.1"
"2020/8/4","15:00",,
"2020/8/4","16:00",,
"2020/8/4","17:00",,
"2020/8/4","18:00",,
"2020/8/4","19:00",,
"2020/8/4","20:00",,
"2020/8/4","21:00",,
"2020/8/4","22:00",,
"2020/8/4","23:00",,
"2020/8/4","24:00",,
