"Date","Time","WBGT","Tg"
"2020/5/1","1:00","15.1","16.0"
"2020/5/1","2:00","14.9","15.1"
"2020/5/1","3:00","14.9","16.1"
"2020/5/1","4:00","14.1","14.4"
"2020/5/1","5:00","13.5","13.8"
"2020/5/1","6:00","13.8","15.9"
"2020/5/1","7:00","16.2","26.5"
"2020/5/1","8:00","17.4","25.3"
"2020/5/1","9:00","19.6","34.2"
"2020/5/1","10:00","21.4","39.1"
"2020/5/1","11:00","20.5","40.5"
"2020/5/1","12:00","21.6","42.5"
"2020/5/1","13:00","20.6","35.4"
"2020/5/1","14:00","19.5","31.6"
"2020/5/1","15:00","22.1","41.7"
"2020/5/1","16:00","21.4","39.0"
"2020/5/1","17:00","20.4","33.1"
"2020/5/1","18:00","18.9","25.6"
"2020/5/1","19:00","17.4","20.0"
"2020/5/1","20:00","16.9","19.1"
"2020/5/1","21:00","17.1","18.4"
"2020/5/1","22:00","16.8","17.2"
"2020/5/1","23:00","16.4","16.8"
"2020/5/1","24:00","15.6","15.7"
"2020/5/2","1:00","15.3","14.4"
"2020/5/2","2:00","15.0","13.7"
"2020/5/2","3:00","14.7","14.3"
"2020/5/2","4:00","14.3","13.9"
"2020/5/2","5:00","13.9","13.5"
"2020/5/2","6:00","15.7","20.5"
"2020/5/2","7:00","18.2","29.1"
"2020/5/2","8:00","19.9","34.9"
"2020/5/2","9:00","20.9","37.6"
"2020/5/2","10:00","22.8","41.8"
"2020/5/2","11:00","24.3","44.8"
"2020/5/2","12:00","24.3","45.5"
"2020/5/2","13:00","24.0","44.3"
"2020/5/2","14:00","24.0","45.1"
"2020/5/2","15:00","24.0","42.5"
"2020/5/2","16:00","23.3","38.6"
"2020/5/2","17:00","22.2","34.6"
"2020/5/2","18:00","19.3","25.9"
"2020/5/2","19:00","18.6","22.5"
"2020/5/2","20:00","17.9","20.8"
"2020/5/2","21:00","17.2","20.2"
"2020/5/2","22:00","17.1","19.9"
"2020/5/2","23:00","16.9","18.2"
"2020/5/2","24:00","16.7","17.5"
"2020/5/3","1:00","16.4","17.3"
"2020/5/3","2:00","16.2","16.8"
"2020/5/3","3:00","16.3","17.1"
"2020/5/3","4:00","16.8","17.2"
"2020/5/3","5:00","16.1","16.7"
"2020/5/3","6:00","17.4","22.2"
"2020/5/3","7:00","18.7","26.7"
"2020/5/3","8:00","19.1","26.6"
"2020/5/3","9:00","21.8","37.2"
"2020/5/3","10:00","19.2","28.5"
"2020/5/3","11:00","19.1","27.8"
"2020/5/3","12:00","20.6","32.6"
"2020/5/3","13:00","19.7","29.4"
"2020/5/3","14:00","19.6","29.5"
"2020/5/3","15:00","18.1","23.8"
"2020/5/3","16:00","17.6","21.9"
"2020/5/3","17:00","17.5","21.6"
"2020/5/3","18:00","17.0","19.8"
"2020/5/3","19:00","17.0","19.1"
"2020/5/3","20:00","17.0","18.9"
"2020/5/3","21:00","17.0","18.6"
"2020/5/3","22:00","17.0","18.6"
"2020/5/3","23:00","16.8","17.0"
"2020/5/3","24:00","16.4","16.6"
"2020/5/4","1:00","15.4","15.7"
"2020/5/4","2:00","13.8","13.8"
"2020/5/4","3:00","14.7","14.5"
"2020/5/4","4:00","14.8","14.6"
"2020/5/4","5:00","15.0","14.8"
"2020/5/4","6:00","14.9","14.9"
"2020/5/4","7:00","15.5","15.9"
"2020/5/4","8:00","17.0","20.5"
"2020/5/4","9:00","18.8","27.6"
"2020/5/4","10:00","19.7","30.3"
"2020/5/4","11:00","21.7","36.8"
"2020/5/4","12:00","20.2","27.3"
"2020/5/4","13:00","23.9","40.3"
"2020/5/4","14:00","22.5","35.6"
"2020/5/4","15:00","23.2","35.4"
"2020/5/4","16:00","23.1","35.8"
"2020/5/4","17:00","22.5","34.6"
"2020/5/4","18:00","20.3","25.2"
"2020/5/4","19:00","19.0","20.3"
"2020/5/4","20:00","18.6","19.2"
"2020/5/4","21:00","18.3","18.4"
"2020/5/4","22:00","18.3","18.0"
"2020/5/4","23:00","18.4","18.2"
"2020/5/4","24:00","18.3","18.8"
"2020/5/5","1:00","17.9","18.5"
"2020/5/5","2:00","17.6","18.1"
"2020/5/5","3:00","17.6","18.4"
"2020/5/5","4:00","17.3","17.2"
"2020/5/5","5:00","16.9","16.9"
"2020/5/5","6:00","17.5","19.7"
"2020/5/5","7:00","19.9","31.2"
"2020/5/5","8:00","20.9","34.9"
"2020/5/5","9:00","21.4","36.2"
"2020/5/5","10:00","22.0","38.4"
"2020/5/5","11:00","22.8","40.9"
"2020/5/5","12:00","22.8","42.8"
"2020/5/5","13:00","23.1","42.4"
"2020/5/5","14:00","21.2","42.5"
"2020/5/5","15:00","20.2","44.2"
"2020/5/5","16:00","20.1","40.5"
"2020/5/5","17:00","18.7","34.6"
"2020/5/5","18:00","15.5","26.0"
"2020/5/5","19:00","13.2","21.6"
"2020/5/5","20:00","15.0","20.8"
"2020/5/5","21:00","18.2","19.1"
"2020/5/5","22:00","17.6","19.5"
"2020/5/5","23:00","16.4","18.9"
"2020/5/5","24:00","15.7","17.6"
"2020/5/6","1:00","17.2","17.8"
"2020/5/6","2:00","18.5","19.4"
"2020/5/6","3:00","14.8","18.9"
"2020/5/6","4:00","15.6","18.9"
"2020/5/6","5:00","15.9","19.4"
"2020/5/6","6:00","16.1","18.2"
"2020/5/6","7:00","16.1","16.5"
"2020/5/6","8:00","16.0","16.7"
"2020/5/6","9:00","17.7","21.1"
"2020/5/6","10:00","17.4","20.9"
"2020/5/6","11:00","17.5","19.9"
"2020/5/6","12:00","17.9","21.4"
"2020/5/6","13:00","18.1","20.5"
"2020/5/6","14:00","17.9","21.5"
"2020/5/6","15:00","17.5","18.1"
"2020/5/6","16:00","17.0","16.9"
"2020/5/6","17:00","17.2","17.1"
"2020/5/6","18:00","17.2","17.0"
"2020/5/6","19:00","17.1","17.1"
"2020/5/6","20:00","15.7","16.1"
"2020/5/6","21:00","14.6","14.4"
"2020/5/6","22:00","13.8","13.6"
"2020/5/6","23:00","13.4","13.6"
"2020/5/6","24:00","12.5","13.0"
"2020/5/7","1:00","11.9","12.4"
"2020/5/7","2:00","11.2","11.3"
"2020/5/7","3:00","11.0","11.3"
"2020/5/7","4:00","10.5","10.3"
"2020/5/7","5:00","10.2","10.5"
