"Date","Time","WBGT","Tg"
"2020/8/1","1:00","25.6","26.4"
"2020/8/1","2:00","25.0","25.7"
"2020/8/1","3:00","24.7","25.2"
"2020/8/1","4:00","24.4","24.8"
"2020/8/1","5:00","24.1","24.3"
"2020/8/1","6:00","24.3","25.2"
"2020/8/1","7:00","27.3","37.9"
"2020/8/1","8:00","29.4","45.9"
"2020/8/1","9:00","29.7","45.0"
"2020/8/1","10:00","30.3","48.5"
"2020/8/1","11:00","29.4","43.6"
"2020/8/1","12:00","30.0","42.5"
"2020/8/1","13:00","29.6","42.9"
"2020/8/1","14:00","30.0","43.7"
"2020/8/1","15:00","29.7","42.7"
"2020/8/1","16:00","28.2","35.9"
"2020/8/1","17:00","27.5","31.9"
"2020/8/1","18:00","26.9","29.7"
"2020/8/1","19:00","26.7","28.1"
"2020/8/1","20:00","26.5","27.8"
"2020/8/1","21:00","26.4","27.5"
"2020/8/1","22:00","26.5","27.7"
"2020/8/1","23:00","26.3","27.4"
"2020/8/1","24:00","25.9","26.1"
"2020/8/2","1:00","25.8","25.9"
"2020/8/2","2:00","25.3","25.3"
"2020/8/2","3:00","25.2","25.3"
"2020/8/2","4:00","24.8","24.6"
"2020/8/2","5:00","24.4","24.4"
"2020/8/2","6:00","24.8","26.1"
"2020/8/2","7:00","25.5","28.6"
"2020/8/2","8:00","27.8","38.3"
"2020/8/2","9:00","28.2","39.7"
"2020/8/2","10:00","30.3","46.9"
"2020/8/2","11:00","31.5","47.8"
"2020/8/2","12:00","30.5","46.2"
"2020/8/2","13:00","30.7","46.3"
"2020/8/2","14:00","30.7","45.3"
"2020/8/2","15:00","30.3","44.8"
"2020/8/2","16:00","29.9","42.8"
"2020/8/2","17:00","29.4","40.6"
"2020/8/2","18:00","27.1","30.7"
"2020/8/2","19:00","26.7","28.6"
"2020/8/2","20:00","26.5","27.9"
"2020/8/2","21:00","26.8","27.9"
"2020/8/2","22:00","26.8","28.0"
"2020/8/2","23:00","26.4","28.0"
"2020/8/2","24:00","26.3","27.5"
"2020/8/3","1:00","26.1","27.0"
"2020/8/3","2:00","25.8","27.0"
"2020/8/3","3:00","25.4","25.8"
"2020/8/3","4:00","25.1","25.4"
"2020/8/3","5:00","25.1","25.2"
"2020/8/3","6:00","25.1","26.3"
"2020/8/3","7:00","26.3","30.7"
"2020/8/3","8:00","29.6","43.4"
"2020/8/3","9:00","28.5","39.8"
"2020/8/3","10:00","31.1","49.1"
"2020/8/3","11:00","30.1","46.5"
"2020/8/3","12:00","30.3","45.6"
"2020/8/3","13:00","30.2","46.4"
"2020/8/3","14:00","29.2","41.9"
"2020/8/3","15:00","28.6","39.1"
"2020/8/3","16:00","27.8","36.3"
"2020/8/3","17:00","27.5","35.0"
"2020/8/3","18:00","26.8","30.3"
"2020/8/3","19:00","26.0","27.9"
"2020/8/3","20:00","25.8","27.2"
"2020/8/3","21:00","25.7","26.5"
"2020/8/3","22:00","25.8","26.6"
"2020/8/3","23:00","25.7","26.7"
"2020/8/3","24:00","25.3","25.2"
"2020/8/4","1:00","25.3","26.0"
"2020/8/4","2:00","25.0","25.2"
"2020/8/4","3:00","24.7","25.7"
"2020/8/4","4:00","24.0","24.1"
"2020/8/4","5:00","23.5","23.2"
"2020/8/4","6:00","23.3","24.1"
"2020/8/4","7:00","25.0","32.3"
"2020/8/4","8:00","27.8","41.3"
"2020/8/4","9:00","28.7","45.6"
"2020/8/4","10:00","29.8","47.8"
"2020/8/4","11:00","29.2","45.1"
"2020/8/4","12:00","29.9","46.9"
"2020/8/4","13:00","29.4","45.6"
"2020/8/4","14:00","28.8","41.0"
"2020/8/4","15:00","29.0","40.3"
"2020/8/4","16:00","28.6","40.2"
"2020/8/4","17:00","28.7","39.3"
"2020/8/4","18:00","26.8","30.4"
"2020/8/4","19:00",,
"2020/8/4","20:00",,
"2020/8/4","21:00",,
"2020/8/4","22:00",,
"2020/8/4","23:00",,
"2020/8/4","24:00",,
