"Date","Time","WBGT","Tg"
"2020/9/1","1:00","25.4","25.8"
"2020/9/1","2:00","25.2","25.3"
"2020/9/1","3:00","25.0","25.2"
"2020/9/1","4:00","24.6","24.8"
"2020/9/1","5:00","24.5","24.5"
"2020/9/1","6:00","24.7","25.3"
"2020/9/1","7:00","26.9","35.1"
"2020/9/1","8:00","29.2","43.6"
"2020/9/1","9:00","30.4","48.2"
"2020/9/1","10:00","31.0","49.5"
"2020/9/1","11:00","30.8","47.4"
"2020/9/1","12:00","30.0","44.4"
"2020/9/1","13:00","30.7","46.1"
"2020/9/1","14:00","30.5","45.4"
"2020/9/1","15:00","29.6","40.2"
"2020/9/1","16:00","29.3","38.1"
"2020/9/1","17:00","28.9","35.9"
"2020/9/1","18:00","27.6","30.2"
"2020/9/1","19:00","27.6","29.7"
"2020/9/1","20:00","27.6","29.4"
"2020/9/1","21:00","27.4","29.2"
"2020/9/1","22:00","25.9","26.0"
"2020/9/1","23:00","25.5","26.2"
"2020/9/1","24:00","25.7","26.0"
"2020/9/2","1:00","26.1","27.0"
"2020/9/2","2:00","25.5","26.1"
"2020/9/2","3:00","25.3","25.5"
"2020/9/2","4:00","25.5","26.1"
"2020/9/2","5:00","25.5","26.1"
"2020/9/2","6:00","25.7","26.5"
"2020/9/2","7:00","26.3","28.6"
"2020/9/2","8:00","29.6","40.8"
"2020/9/2","9:00","28.3","34.0"
"2020/9/2","10:00","30.8","43.4"
"2020/9/2","11:00","30.8","44.3"
"2020/9/2","12:00","31.3","44.8"
"2020/9/2","13:00","27.8","29.7"
"2020/9/2","14:00","28.4","32.7"
"2020/9/2","15:00","30.3","41.6"
"2020/9/2","16:00","30.1","39.3"
"2020/9/2","17:00","28.0","30.7"
"2020/9/2","18:00",,
"2020/9/2","19:00",,
"2020/9/2","20:00",,
"2020/9/2","21:00",,
"2020/9/2","22:00",,
"2020/9/2","23:00",,
"2020/9/2","24:00",,
